price,house_type,acreage,width,length,bedrooms,bathrooms,floors,legal_status,street,ward,district,city
4.7,"nha ngo, hem",64.0,4.0,16.0,4,2,2,da co so,duong le dinh can,phuong tan tao,quan binh tan,tp ho chi minh
2.52,"nha ngo, hem",21.7,3.1,7.0,2,2,2,da co so,duong tan hoa dong,phuong binh tri dong,quan binh tan,tp ho chi minh
3.95,"nha ngo, hem",36.0,4.0,9.0,3,3,4,da co so,duong le dinh can,phuong tan tao,quan binh tan,tp ho chi minh
3.65,"nha ngo, hem",50.4,4.2,12.0,3,2,3,da co so,duong le van quoi,phuong binh tri dong a,quan binh tan,tp ho chi minh
1.7,"nha ngo, hem",21.0,3.0,7.0,2,2,2,da co so,duong so 5,phuong binh hung hoa,quan binh tan,tp ho chi minh
5.3,"nha ngo, hem",48.0,4.0,12.0,5,4,4,da co so,duong chien luoc,phuong binh tri dong a,quan binh tan,tp ho chi minh
5.78,"nha ngo, hem",64.0,4.0,16.0,4,3,4,da co so,duong ho hoc lam,phuong an lac,quan binh tan,tp ho chi minh
3.62,"nha ngo, hem",30.0,3.0,10.0,4,3,2,dang cho so,duong le van quoi,phuong binh tri dong a,quan binh tan,tp ho chi minh
5.7,"nha mat pho, mat tien",100.0,5.0,20.0,4,4,1,da co so,duong so 4,phuong tan tao a,quan binh tan,tp ho chi minh
6.4,"nha ngo, hem",73.6,4.6,16.0,2,2,2,da co so,duong le van quoi,phuong binh tri dong,quan binh tan,tp ho chi minh
7.0,"nha ngo, hem",58.0,4.0,14.5,5,6,3,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
7.4,"nha mat pho, mat tien",72.0,4.0,18.0,5,4,4,da co so,duong ho hoc lam,phuong an lac,quan binh tan,tp ho chi minh
4.0,"nha mat pho, mat tien",60.0,4.0,15.0,2,2,2,da co so,duong an duong vuong,phuong an lac,quan binh tan,tp ho chi minh
3.0,"nha mat pho, mat tien",39.0,3.0,13.0,2,2,1,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
3.95,"nha ngo, hem",36.0,4.5,8.0,2,2,2,da co so,duong binh tri dong,phuong binh tri dong,quan binh tan,tp ho chi minh
4.5,"nha ngo, hem",48.0,4.0,12.0,2,2,2,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
2.95,"nha ngo, hem",24.0,4.0,6.0,1,2,2,da co so,duong 26 thang 3,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.0,"nha mat pho, mat tien",40.0,4.0,10.0,2,1,2,da co so,duong le dinh can,phuong tan tao,quan binh tan,tp ho chi minh
3.58,"nha ngo, hem",59.8,4.6,13.0,3,2,3,da co so,duong so 5a,phuong binh hung hoa a,quan binh tan,tp ho chi minh
3.75,"nha ngo, hem",52.0,4.0,13.0,2,2,2,da co so,duong huong lo 2,phuong binh tri dong,quan binh tan,tp ho chi minh
6.3,"nha ngo, hem",68.0,4.0,17.0,5,4,3,da co so,duong tan hoa dong,phuong binh tri dong,quan binh tan,tp ho chi minh
4.35,"nha ngo, hem",41.8,3.8,11.0,4,3,3,da co so,duong binh tri dong,phuong binh tri dong a,quan binh tan,tp ho chi minh
5.3,"nha mat pho, mat tien",84.0,4.0,21.0,4,4,2,da co so,duong so 8,phuong binh hung hoa b,quan binh tan,tp ho chi minh
4.2,"nha ngo, hem",52.0,4.0,13.0,2,2,2,da co so,duong 26 thang 3,phuong binh hung hoa,quan binh tan,tp ho chi minh
2.59,"nha ngo, hem",31.5,3.5,9.0,2,2,2,da co so,duong binh tri dong,phuong binh tri dong,quan binh tan,tp ho chi minh
3.5,"nha mat pho, mat tien",45.0,5.0,9.0,2,2,2,da co so,duong nguyen thi tu,phuong binh hung hoa b,quan binh tan,tp ho chi minh
3.7,"nha ngo, hem",68.0,4.0,17.0,3,3,2,da co so,duong so 50,phuong tan tao,quan binh tan,tp ho chi minh
4.55,"nha ngo, hem",48.0,4.0,12.0,4,3,3,da co so,duong le dinh can,phuong tan tao,quan binh tan,tp ho chi minh
4.35,"nha ngo, hem",44.0,4.0,11.0,3,2,2,da co so,duong chien luoc,phuong binh tri dong,quan binh tan,tp ho chi minh
5.0,"nha ngo, hem",60.0,4.0,15.0,4,4,4,da co so,duong so 16,phuong binh hung hoa a,quan binh tan,tp ho chi minh
2.15,"nha ngo, hem",12.0,3.0,4.0,2,2,3,da co so,duong lien khu 8-9,phuong binh hung hoa a,quan binh tan,tp ho chi minh
13.5,"nha mat pho, mat tien",102.0,5.1,20.0,5,5,4,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
6.5,"nha ngo, hem",52.0,4.0,13.0,4,4,4,da co so,duong ma lo,phuong binh tri dong a,quan binh tan,tp ho chi minh
5.2,"nha ngo, hem",64.0,4.0,16.0,4,4,4,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
3.55,"nha ngo, hem",36.0,4.0,9.0,2,2,1,da co so,duong so 12,phuong binh hung hoa a,quan binh tan,tp ho chi minh
7.3,"nha ngo, hem",107.1,6.3,17.0,4,4,3,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
6.8,"nha ngo, hem",68.0,4.0,17.0,7,6,4,da co so,duong so 9,phuong binh hung hoa,quan binh tan,tp ho chi minh
7.6,"nha ngo, hem",76.0,4.0,19.0,4,4,3,da co so,duong so 4,phuong an lac,quan binh tan,tp ho chi minh
6.8,"nha ngo, hem",95.0,5.0,19.0,3,3,2,da co so,duong ho hoc lam,phuong an lac,quan binh tan,tp ho chi minh
3.68,"nha ngo, hem",36.0,4.5,8.0,2,2,1,da co so,duong binh tri dong,phuong binh tri dong,quan binh tan,tp ho chi minh
1.98,"nha mat pho, mat tien",21.0,3.0,7.0,1,1,2,da co so,duong so 8,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.7,"nha ngo, hem",56.0,4.0,14.0,3,2,2,da co so,duong le trong tan,phuong binh hung hoa,quan binh tan,tp ho chi minh
4.3,"nha ngo, hem",40.0,4.0,10.0,4,3,3,da co so,duong tinh lo 10,phuong tan tao,quan binh tan,tp ho chi minh
5.0,"nha ngo, hem",60.0,4.0,15.0,4,4,3,da co so,duong huong lo 2,phuong binh tri dong,quan binh tan,tp ho chi minh
1.85,"nha ngo, hem",40.0,5.0,8.0,4,4,1,da co so,duong le dinh can,phuong tan tao,quan binh tan,tp ho chi minh
3.7,"nha ngo, hem",36.0,4.5,8.0,3,2,2,da co so,duong tinh lo 10,phuong tan tao,quan binh tan,tp ho chi minh
1.749,"nha ngo, hem",15.6,3.0,5.2,2,1,2,da co so,duong ma lo,phuong binh tri dong a,quan binh tan,tp ho chi minh
6.69,"nha ngo, hem",56.0,4.0,14.0,4,5,4,da co so,duong huong lo 2,phuong binh tri dong a,quan binh tan,tp ho chi minh
7.64,nha pho lien ke,96.0,4.0,24.0,8,7,4,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
2.55,"nha ngo, hem",50.62,4.5,11.25,2,2,2,da co so,duong lien khu 4-5,phuong binh hung hoa b,quan binh tan,tp ho chi minh
2.1,"nha mat pho, mat tien",19.2,6.4,3.0,2,1,2,da co so,duong kinh duong vuong,phuong an lac a,quan binh tan,tp ho chi minh
4.2,"nha ngo, hem",50.0,4.0,12.5,3,3,3,da co so,duong le trong tan,phuong binh hung hoa,quan binh tan,tp ho chi minh
2.0,"nha ngo, hem",30.9,3.0,10.3,3,2,2,da co so,duong le van quoi,phuong binh tri dong,quan binh tan,tp ho chi minh
3.25,"nha ngo, hem",35.0,3.5,10.0,2,2,2,da co so,duong chien luoc,phuong binh tri dong,quan binh tan,tp ho chi minh
5.15,"nha ngo, hem",60.0,4.0,15.0,3,2,1,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
7.75,"nha mat pho, mat tien",80.0,5.0,16.0,4,5,4,da co so,duong so 53c,phuong tan tao,quan binh tan,tp ho chi minh
5.45,"nha ngo, hem",72.0,6.0,12.0,2,2,3,da co so,duong tan ky tan quy,phuong binh hung hoa a,quan binh tan,tp ho chi minh
2.13,"nha ngo, hem",40.0,4.0,10.0,2,2,1,da co so,duong ho van long,phuong tan tao,quan binh tan,tp ho chi minh
3.0,"nha ngo, hem",32.0,4.0,8.0,5,5,5,da co so,duong so 11,phuong binh hung hoa,quan binh tan,tp ho chi minh
1.9,"nha mat pho, mat tien",30.0,3.0,10.0,2,2,2,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
9.0,nha pho lien ke,110.0,5.0,22.0,5,4,4,da co so,duong so 7,phuong an lac a,quan binh tan,tp ho chi minh
2.55,"nha ngo, hem",27.57,3.4,8.11,2,2,2,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
3.9,"nha ngo, hem",48.0,4.0,12.0,2,2,2,da co so,duong vo van kiet,phuong an lac,quan binh tan,tp ho chi minh
6.1,"nha mat pho, mat tien",56.0,4.0,14.0,3,3,3,da co so,duong so 8b,phuong binh hung hoa a,quan binh tan,tp ho chi minh
7.23,"nha ngo, hem",58.0,4.0,14.5,5,6,4,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
1.9,"nha ngo, hem",30.0,3.0,10.0,2,2,2,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
5.55,"nha ngo, hem",55.9,4.3,13.0,4,5,3,da co so,duong binh tri dong,phuong binh tri dong a,quan binh tan,tp ho chi minh
3.95,"nha ngo, hem",32.0,4.0,8.0,3,4,5,da co so,duong so 11,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.88,"nha ngo, hem",52.0,4.0,13.0,2,2,2,da co so,duong chien luoc,phuong binh tri dong,quan binh tan,tp ho chi minh
5.5,"nha mat pho, mat tien",56.0,4.0,14.0,3,3,3,da co so,duong le co,phuong an lac,quan binh tan,tp ho chi minh
3.69,"nha ngo, hem",64.0,4.0,16.0,2,2,1,da co so,duong binh thanh,phuong binh hung hoa b,quan binh tan,tp ho chi minh
5.5,"nha ngo, hem",72.8,5.6,13.0,2,2,2,da co so,duong so 7,phuong an lac a,quan binh tan,tp ho chi minh
3.9,"nha ngo, hem",53.01,5.7,9.3,2,2,2,da co so,duong tinh lo 10,phuong binh tri dong b,quan binh tan,tp ho chi minh
6.3,"nha ngo, hem",64.0,4.0,16.0,2,2,2,da co so,duong tan hoa dong,phuong binh tri dong,quan binh tan,tp ho chi minh
2.95,"nha ngo, hem",156.0,6.0,26.0,3,3,2,so chung / cong chung vi bang,duong lien khu 5-6,phuong binh hung hoa b,quan binh tan,tp ho chi minh
4.8,"nha ngo, hem",52.0,4.0,13.0,5,4,5,da co so,duong lien khu 5-6,phuong binh hung hoa b,quan binh tan,tp ho chi minh
7.2,"nha ngo, hem",66.0,5.5,12.0,5,4,4,da co so,duong ho hoc lam,phuong an lac,quan binh tan,tp ho chi minh
6.5,"nha mat pho, mat tien",64.0,4.0,16.0,4,5,5,da co so,duong so 6,phuong binh hung hoa b,quan binh tan,tp ho chi minh
5.0,nha pho lien ke,50.0,4.0,12.5,4,3,4,da co so,duong lien khu 4-5,phuong binh hung hoa b,quan binh tan,tp ho chi minh
5.2,"nha ngo, hem",48.0,4.0,12.0,4,3,4,da co so,duong le dinh can,phuong tan tao,quan binh tan,tp ho chi minh
7.2,"nha ngo, hem",66.0,5.5,12.0,5,4,4,da co so,duong vo van kiet,phuong an lac,quan binh tan,tp ho chi minh
3.78,"nha ngo, hem",52.0,4.0,13.0,3,2,2,da co so,duong huong lo 2,phuong binh tri dong a,quan binh tan,tp ho chi minh
9.9,"nha mat pho, mat tien",80.0,4.0,20.0,4,4,4,da co so,duong so 27,phuong binh tri dong b,quan binh tan,tp ho chi minh
4.19,"nha ngo, hem",30.0,3.0,10.0,5,5,4,da co so,duong tinh lo 10,phuong binh tri dong,quan binh tan,tp ho chi minh
2.85,"nha ngo, hem",32.4,4.5,7.2,2,2,2,da co so,duong chien luoc,phuong binh tri dong a,quan binh tan,tp ho chi minh
4.4,"nha ngo, hem",64.0,4.0,16.0,2,2,2,da co so,duong truong phuoc phan,phuong binh tri dong,quan binh tan,tp ho chi minh
6.0,"nha mat pho, mat tien",58.0,4.0,14.5,5,5,5,da co so,duong pham dang giang,phuong binh hung hoa,quan binh tan,tp ho chi minh
4.7,"nha ngo, hem",44.0,4.0,11.0,2,2,3,da co so,duong huong lo 2,phuong binh tri dong,quan binh tan,tp ho chi minh
3.2,"nha ngo, hem",43.84,5.48,8.0,2,2,2,da co so,duong tran dai nghia,phuong tan tao a,quan binh tan,tp ho chi minh
3.85,"nha ngo, hem",48.0,4.0,12.0,2,2,2,da co so,duong huong lo 2,phuong binh tri dong a,quan binh tan,tp ho chi minh
4.7,"nha ngo, hem",72.0,4.0,18.0,2,2,2,da co so,duong lo tu,phuong binh hung hoa a,quan binh tan,tp ho chi minh
4.0,"nha mat pho, mat tien",45.2,4.0,11.3,3,4,2,da co so,duong so 11,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.7,"nha ngo, hem",94.0,4.7,20.0,3,2,2,da co so,duong ho hoc lam,phuong an lac,quan binh tan,tp ho chi minh
4.5,"nha ngo, hem",60.0,4.0,15.0,3,2,2,da co so,duong so 15,phuong binh hung hoa,quan binh tan,tp ho chi minh
6.6,"nha mat pho, mat tien",60.0,4.0,15.0,5,5,5,da co so,duong huong lo 2,phuong binh tri dong,quan binh tan,tp ho chi minh
4.35,"nha ngo, hem",58.0,4.0,14.5,4,3,2,da co so,duong lien khu 5-6,phuong binh hung hoa b,quan binh tan,tp ho chi minh
3.8,"nha ngo, hem",48.0,4.0,12.0,3,2,2,da co so,duong kenh nuoc den,phuong binh hung hoa a,quan binh tan,tp ho chi minh
5.5,"nha ngo, hem",66.0,5.5,12.0,4,4,3,da co so,duong tan ky tan quy,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.98,"nha ngo, hem",30.0,3.0,10.0,5,3,3,da co so,duong le dinh can,phuong tan tao,quan binh tan,tp ho chi minh
5.95,"nha ngo, hem",52.0,4.0,13.0,4,3,3,da co so,duong tan ky tan quy,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.7,"nha ngo, hem",48.0,4.0,12.0,2,2,2,da co so,duong lien khu 4-5,phuong binh hung hoa b,quan binh tan,tp ho chi minh
4.0,"nha ngo, hem",44.0,4.0,11.0,2,2,2,da co so,duong lien khu 2-10,phuong binh hung hoa a,quan binh tan,tp ho chi minh
4.5,"nha ngo, hem",52.0,4.0,13.0,3,2,2,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
2.995,"nha mat pho, mat tien",35.0,3.5,10.0,2,2,2,da co so,duong le trong tan,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.99,"nha ngo, hem",49.98,4.2,11.9,2,1,1,da co so,duong kenh nuoc den,phuong binh hung hoa a,quan binh tan,tp ho chi minh
4.6,"nha mat pho, mat tien",56.0,4.0,14.0,2,2,2,da co so,duong so 24,phuong binh hung hoa a,quan binh tan,tp ho chi minh
8.799,"nha mat pho, mat tien",96.6,4.6,21.0,5,4,4,da co so,duong hoang van hop,phuong an lac a,quan binh tan,tp ho chi minh
6.0,"nha ngo, hem",70.0,4.0,17.5,3,3,3,da co so,duong binh long,phuong binh hung hoa a,quan binh tan,tp ho chi minh
5.2,"nha ngo, hem",60.0,4.0,15.0,3,3,3,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
2.3,"nha ngo, hem",30.0,3.0,10.0,2,2,1,dang cho so,duong lo te,phuong tan tao,quan binh tan,tp ho chi minh
3.549,"nha mat pho, mat tien",56.0,4.0,14.0,3,3,3,da co so,duong so 6,phuong binh hung hoa b,quan binh tan,tp ho chi minh
7.8,"nha mat pho, mat tien",56.0,4.0,14.0,4,5,4,da co so,duong tan ky tan quy,phuong binh hung hoa,quan binh tan,tp ho chi minh
2.75,"nha ngo, hem",21.0,3.0,7.0,2,2,2,da co so,duong so 5,phuong binh hung hoa a,quan binh tan,tp ho chi minh
5.5,"nha ngo, hem",60.0,4.0,15.0,4,5,3,da co so,duong huong lo 2,phuong binh tri dong a,quan binh tan,tp ho chi minh
2.78,"nha mat pho, mat tien",27.0,3.0,9.0,2,2,3,da co so,duong so 22,phuong binh hung hoa a,quan binh tan,tp ho chi minh
3.4,"nha ngo, hem",55.0,5.0,11.0,2,2,2,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
4.6,"nha ngo, hem",81.7,4.3,19.0,2,2,2,da co so,duong ho van long,phuong binh hung hoa b,quan binh tan,tp ho chi minh
5.85,"nha ngo, hem",66.0,4.0,16.5,5,4,4,da co so,duong ma lo,phuong binh tri dong a,quan binh tan,tp ho chi minh
6.0,"nha ngo, hem",56.0,4.0,14.0,5,4,5,da co so,duong ma lo,phuong binh tri dong a,quan binh tan,tp ho chi minh
4.9,"nha ngo, hem",74.1,3.9,19.0,2,2,1,da co so,duong nguyen quy yem,phuong an lac,quan binh tan,tp ho chi minh
3.55,"nha ngo, hem",76.0,4.0,19.0,2,2,1,khong co so,duong huong lo 2,phuong binh tri dong a,quan binh tan,tp ho chi minh
4.55,"nha ngo, hem",48.0,4.0,12.0,2,2,2,da co so,duong lo tu,phuong binh hung hoa a,quan binh tan,tp ho chi minh
2.3,"nha ngo, hem",24.6,4.1,6.0,2,1,2,da co so,duong so 9,phuong binh hung hoa,quan binh tan,tp ho chi minh
4.35,"nha ngo, hem",52.0,4.0,13.0,2,2,2,da co so,duong le van quoi,phuong binh tri dong,quan binh tan,tp ho chi minh
6.7,"nha ngo, hem",80.0,4.0,20.0,4,5,4,da co so,duong tinh lo 10,phuong binh tri dong,quan binh tan,tp ho chi minh
5.7,"nha mat pho, mat tien",48.0,4.0,12.0,4,5,4,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
5.8,"nha ngo, hem",52.0,4.0,13.0,4,4,3,da co so,duong so 5,phuong binh hung hoa,quan binh tan,tp ho chi minh
4.35,nha pho lien ke,34.0,4.0,8.5,2,3,3,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
3.52,"nha ngo, hem",45.0,5.0,9.0,3,2,2,da co so,duong lien khu 10-11,phuong binh tri dong,quan binh tan,tp ho chi minh
5.5,"nha mat pho, mat tien",56.0,4.0,14.0,4,3,4,da co so,duong lien khu 4-5,phuong binh hung hoa b,quan binh tan,tp ho chi minh
5.5,"nha mat pho, mat tien",62.4,3.9,16.0,3,3,3,da co so,duong ma lo,phuong binh hung hoa a,quan binh tan,tp ho chi minh
5.0,"nha ngo, hem",54.0,4.0,13.5,4,4,3,da co so,duong binh thanh,phuong binh hung hoa b,quan binh tan,tp ho chi minh
5.55,"nha ngo, hem",64.0,4.0,16.0,4,3,4,da co so,duong ao doi,phuong binh tri dong a,quan binh tan,tp ho chi minh
7.2,"nha ngo, hem",70.0,5.0,14.0,4,5,4,da co so,duong tan hoa dong,phuong binh tri dong,quan binh tan,tp ho chi minh
4.6,"nha ngo, hem",54.0,4.5,12.0,2,2,1,da co so,duong le trong tan,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.15,"nha ngo, hem",32.0,4.0,8.0,2,2,2,da co so,duong truong phuoc phan,phuong binh tri dong,quan binh tan,tp ho chi minh
7.0,"nha ngo, hem",76.0,4.0,19.0,5,6,5,da co so,duong huong lo 2,phuong binh tri dong a,quan binh tan,tp ho chi minh
3.0,"nha ngo, hem",52.0,4.0,13.0,2,2,2,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
12.5,"nha mat pho, mat tien",92.0,4.0,23.0,5,6,4,da co so,duong so 21,phuong binh tri dong b,quan binh tan,tp ho chi minh
1.849,"nha ngo, hem",25.0,5.0,5.0,1,2,1,da co so,duong lien khu 4-5,phuong binh hung hoa b,quan binh tan,tp ho chi minh
5.85,"nha ngo, hem",55.9,4.3,13.0,4,4,4,da co so,duong binh tri dong,phuong binh tri dong a,quan binh tan,tp ho chi minh
4.5,"nha mat pho, mat tien",56.0,4.0,14.0,4,5,4,da co so,duong lien khu 4-5,phuong binh hung hoa b,quan binh tan,tp ho chi minh
4.5,"nha ngo, hem",60.0,4.0,15.0,4,4,2,da co so,duong tan ky tan quy,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.6,"nha ngo, hem",53.94,5.8,9.3,2,2,2,da co so,duong tinh lo 10,phuong binh tri dong,quan binh tan,tp ho chi minh
3.0,"nha ngo, hem",35.0,3.5,10.0,2,2,2,da co so,duong le trong tan,phuong binh hung hoa,quan binh tan,tp ho chi minh
4.95,"nha ngo, hem",52.0,4.0,13.0,2,3,2,da co so,duong lo tu,phuong binh hung hoa a,quan binh tan,tp ho chi minh
1.98,"nha ngo, hem",40.0,4.0,10.0,2,2,2,da co so,duong lo te,phuong tan tao,quan binh tan,tp ho chi minh
2.13,"nha ngo, hem",40.0,4.0,10.0,2,2,1,da co so,duong ho van long,phuong tan tao,quan binh tan,tp ho chi minh
3.55,"nha ngo, hem",46.8,5.2,9.0,3,2,2,da co so,duong phan anh,phuong binh tri dong,quan binh tan,tp ho chi minh
5.0,"nha ngo, hem",60.0,5.0,12.0,4,4,4,da co so,duong lien khu 4-5,phuong binh hung hoa b,quan binh tan,tp ho chi minh
2.25,"nha ngo, hem",40.0,4.0,10.0,2,2,2,da co so,duong ho van long,phuong tan tao,quan binh tan,tp ho chi minh
4.5,"nha ngo, hem",70.0,5.0,14.0,2,1,11,da co so,duong bui tu toan,phuong an lac,quan binh tan,tp ho chi minh
5.9,"nha mat pho, mat tien",46.0,4.0,11.5,4,5,4,da co so,duong so 1a,phuong binh hung hoa a,quan binh tan,tp ho chi minh
4.7,"nha ngo, hem",56.0,4.0,14.0,4,5,3,da co so,duong lien khu 4-5,phuong binh hung hoa b,quan binh tan,tp ho chi minh
3.1,"nha ngo, hem",33.6,4.2,8.0,2,2,2,da co so,duong lien khu 10-11,phuong binh tri dong,quan binh tan,tp ho chi minh
6.0,"nha ngo, hem",28.06,3.03,9.26,2,2,3,da co so,duong so 1,phuong tan tao a,quan binh tan,tp ho chi minh
2.7,"nha ngo, hem",34.1,3.1,11.0,1,1,1,da co so,duong le trong tan,phuong binh hung hoa,quan binh tan,tp ho chi minh
15.9,"nha mat pho, mat tien",104.0,4.0,26.0,5,6,5,da co so,duong an duong vuong,phuong an lac,quan binh tan,tp ho chi minh
4.69,"nha ngo, hem",72.0,4.0,18.0,3,2,2,da co so,duong lo tu,phuong binh hung hoa a,quan binh tan,tp ho chi minh
3.6,"nha ngo, hem",32.0,4.0,8.0,2,2,2,da co so,duong tan ky tan quy,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.6,"nha ngo, hem",32.0,4.0,8.0,2,2,2,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
5.0,"nha ngo, hem",60.0,4.0,15.0,2,2,2,da co so,duong huong lo 2,phuong binh tri dong a,quan binh tan,tp ho chi minh
9.5,"nha mat pho, mat tien",100.0,5.0,20.0,6,4,3,da co so,duong so 3,phuong tan tao a,quan binh tan,tp ho chi minh
5.8,"nha ngo, hem",72.8,5.6,13.0,2,2,2,da co so,duong so 7,phuong an lac a,quan binh tan,tp ho chi minh
3.5,"nha ngo, hem",64.0,4.0,16.0,2,1,1,da co so,duong tinh lo 10,phuong binh tri dong,quan binh tan,tp ho chi minh
3.1,"nha ngo, hem",36.0,4.0,9.0,1,2,2,da co so,duong lien khu 10-11,phuong binh tri dong,quan binh tan,tp ho chi minh
5.4,"nha ngo, hem",60.0,4.0,15.0,4,4,5,da co so,duong so 10,phuong binh hung hoa,quan binh tan,tp ho chi minh
3.85,"nha ngo, hem",48.0,4.0,12.0,2,2,2,da co so,duong huong lo 2,phuong binh tri dong a,quan binh tan,tp ho chi minh
9.8,"nha mat pho, mat tien",68.0,4.0,17.0,4,5,3,da co so,duong so 36,phuong binh tri dong b,quan binh tan,tp ho chi minh
2.49,"nha ngo, hem",19.2,2.4,8.0,2,1,2,da co so,duong tinh lo 10,phuong binh tri dong b,quan binh tan,tp ho chi minh
6.05,"nha ngo, hem",56.0,4.0,14.0,3,3,3,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
3.2,"nha ngo, hem",156.0,6.0,26.0,2,1,2,dang cho so,duong lien khu 5-6,phuong binh hung hoa b,quan binh tan,tp ho chi minh
5.5,"nha ngo, hem",48.0,4.0,12.0,5,4,4,da co so,duong chien luoc,phuong binh tri dong,quan binh tan,tp ho chi minh
7.85,"nha mat pho, mat tien",72.0,4.0,18.0,4,5,3,da co so,duong duong ba cung,phuong an lac a,quan binh tan,tp ho chi minh
4.8,"nha ngo, hem",72.0,4.0,18.0,2,2,2,da co so,duong so 9,phuong binh hung hoa,quan binh tan,tp ho chi minh
7.4,"nha ngo, hem",70.0,4.0,17.5,4,5,4,da co so,duong mieu binh dong,phuong binh hung hoa a,quan binh tan,tp ho chi minh
8.9,"nha mat pho, mat tien",68.0,4.0,17.0,4,4,4,da co so,duong ten lua,phuong binh tri dong b,quan binh tan,tp ho chi minh
3.5,"nha ngo, hem",44.0,4.0,11.0,2,2,2,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
6.098,"nha ngo, hem",85.0,5.0,17.0,6,6,5,da co so,duong lien khu 4-5,phuong binh hung hoa b,quan binh tan,tp ho chi minh
3.85,"nha ngo, hem",39.6,3.3,12.0,2,2,2,da co so,duong le van quoi,phuong binh hung hoa a,quan binh tan,tp ho chi minh
4.5,"nha ngo, hem",62.5,5.0,12.5,3,2,2,da co so,duong so 5,phuong binh hung hoa,quan binh tan,tp ho chi minh
6.3,"nha ngo, hem",60.0,4.0,15.0,5,5,5,da co so,duong lien khu 2-10,phuong binh hung hoa a,quan binh tan,tp ho chi minh
6.3,"nha ngo, hem",68.0,4.0,17.0,4,5,4,da co so,duong huong lo 2,phuong binh tri dong a,quan binh tan,tp ho chi minh
5.8,"nha ngo, hem",56.0,4.0,14.0,4,4,4,da co so,duong vo van kiet,phuong an lac,quan binh tan,tp ho chi minh
5.8,"nha ngo, hem",69.75,4.5,15.5,3,2,2,da co so,duong tinh lo 10,phuong binh tri dong b,quan binh tan,tp ho chi minh
3.9,"nha ngo, hem",50.4,4.2,12.0,2,2,2,da co so,duong chien luoc,phuong binh tri dong,quan binh tan,tp ho chi minh
5.3,"nha ngo, hem",72.0,4.0,18.0,3,2,2,da co so,duong huong lo 2,phuong binh tri dong a,quan binh tan,tp ho chi minh
5.5,"nha ngo, hem",55.0,5.0,11.0,4,5,4,da co so,duong nguyen thi tu,phuong binh hung hoa b,quan binh tan,tp ho chi minh
4.85,nha pho lien ke,56.0,4.0,14.0,4,5,4,da co so,duong so 2,phuong binh hung hoa b,quan binh tan,tp ho chi minh
4.7,"nha ngo, hem",60.0,4.0,15.0,2,2,2,da co so,duong an duong vuong,phuong an lac,quan binh tan,tp ho chi minh
2.99,"nha ngo, hem",43.2,5.4,8.0,2,2,2,da co so,duong tran dai nghia,phuong tan tao a,quan binh tan,tp ho chi minh
12.3,"nha mat pho, mat tien",110.0,5.0,22.0,5,4,4,da co so,duong mieu binh dong,phuong binh hung hoa a,quan binh tan,tp ho chi minh
6.0,"nha ngo, hem",58.8,4.2,14.0,5,4,4,da co so,duong go xoai,phuong binh hung hoa a,quan binh tan,tp ho chi minh
4.8,"nha ngo, hem",88.0,4.0,22.0,3,2,2,da co so,duong le tan be,phuong an lac,quan binh tan,tp ho chi minh
3.2,nha pho lien ke,36.0,4.0,9.0,3,2,2,da co so,duong huong lo 3,phuong binh hung hoa,quan binh tan,tp ho chi minh
