price,house_type,acreage,width,length,bedrooms,bathrooms,floors,legal_status,street,ward,district,city
4.3,"nha ngo, hem",49.0,3.5,14.0,3,3,3,da co so,duong tran van quang,phuong 10,quan tan binh,tp ho chi minh
11.9,"nha ngo, hem",67.5,7.5,9.0,4,5,4,da co so,duong hoang sa,phuong 5,quan tan binh,tp ho chi minh
7.35,"nha ngo, hem",46.0,4.6,10.0,2,4,3,da co so,duong truong cong dinh,phuong 14,quan tan binh,tp ho chi minh
6.0,"nha ngo, hem",40.0,4.0,10.0,4,3,4,da co so,duong truong chinh,phuong 12,quan tan binh,tp ho chi minh
9.5,"nha ngo, hem",81.0,4.5,18.0,2,2,2,da co so,duong vo thanh trang,phuong 11,quan tan binh,tp ho chi minh
3.6,"nha ngo, hem",31.5,4.5,7.0,2,2,3,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
2.95,"nha ngo, hem",38.4,3.2,12.0,2,2,2,da co so,duong nguyen phuc chu,phuong 15,quan tan binh,tp ho chi minh
5.2,"nha ngo, hem",52.8,3.3,16.0,1,1,1,da co so,duong dong den,phuong 14,quan tan binh,tp ho chi minh
6.2,"nha ngo, hem",72.0,4.0,18.0,2,2,2,da co so,duong bui the my,phuong 10,quan tan binh,tp ho chi minh
11.7,"nha mat pho, mat tien",85.5,4.5,19.0,2,2,1,da co so,duong hiep nhat,phuong 4,quan tan binh,tp ho chi minh
11.99,"nha ngo, hem",50.0,5.0,10.0,4,4,4,da co so,duong cuu long,phuong 2,quan tan binh,tp ho chi minh
3.6,"nha ngo, hem",36.8,4.0,9.2,2,2,2,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
1.32,"nha mat pho, mat tien",63.0,4.5,14.0,2,2,2,da co so,duong hoang sa,phuong 5,quan tan binh,tp ho chi minh
18.8,"nha mat pho, mat tien",125.0,5.0,25.0,8,7,5,da co so,duong tan son,phuong 15,quan tan binh,tp ho chi minh
3.8,"nha ngo, hem",33.6,4.2,8.0,2,2,2,da co so,duong hoang van thu,phuong 4,quan tan binh,tp ho chi minh
6.2,"nha ngo, hem",56.0,4.0,14.0,4,3,3,da co so,duong lac long quan,phuong 10,quan tan binh,tp ho chi minh
12.3,"nha ngo, hem",66.0,4.0,16.5,6,6,5,da co so,duong nguyen hong dao,phuong 14,quan tan binh,tp ho chi minh
2.9,"nha ngo, hem",40.0,4.0,10.0,2,2,2,da co so,duong truong chinh,phuong 15,quan tan binh,tp ho chi minh
4.0,"nha ngo, hem",37.8,6.0,6.3,4,3,3,da co so,duong tan khai,phuong 4,quan tan binh,tp ho chi minh
25.0,"nha mat pho, mat tien",113.4,4.2,27.0,2,2,1,da co so,duong lac long quan,phuong 8,quan tan binh,tp ho chi minh
5.5,"nha ngo, hem",60.0,4.0,15.0,3,3,2,da co so,duong le van huan,phuong 13,quan tan binh,tp ho chi minh
5.099,"nha ngo, hem",40.0,4.0,10.0,2,2,2,da co so,duong pham van bach,phuong 15,quan tan binh,tp ho chi minh
15.5,"nha ngo, hem",63.0,3.0,21.0,4,3,3,da co so,duong nguyen dinh khoi,phuong 4,quan tan binh,tp ho chi minh
6.99,"nha ngo, hem",48.0,4.0,12.0,2,3,2,da co so,duong ly thuong kiet,phuong 9,quan tan binh,tp ho chi minh
7.9,"nha mat pho, mat tien",58.5,3.9,15.0,3,2,2,da co so,duong nguyen ba tong,phuong 11,quan tan binh,tp ho chi minh
3.7,"nha ngo, hem",45.1,4.1,11.0,2,2,2,da co so,duong dat thanh,phuong 6,quan tan binh,tp ho chi minh
6.5,"nha ngo, hem",50.0,5.0,10.0,3,4,5,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
11.0,"nha ngo, hem",180.0,6.0,30.0,6,7,2,da co so,duong dong den,phuong 12,quan tan binh,tp ho chi minh
6.0,"nha ngo, hem",32.0,4.0,8.0,2,2,2,da co so,duong pham van hai,phuong 2,quan tan binh,tp ho chi minh
11.5,"nha ngo, hem",100.0,5.0,20.0,6,6,3,da co so,duong phan huy ich,phuong 15,quan tan binh,tp ho chi minh
11.3,"nha mat pho, mat tien",64.0,4.0,16.0,4,5,3,da co so,duong vo thanh trang,phuong 11,quan tan binh,tp ho chi minh
8.7,"nha ngo, hem",64.0,4.0,16.0,4,5,5,da co so,duong au co,phuong 9,quan tan binh,tp ho chi minh
22.0,"nha ngo, hem",131.6,4.7,28.0,11,7,6,da co so,duong bui thi xuan,phuong 5,quan tan binh,tp ho chi minh
3.3,"nha ngo, hem",26.4,4.4,6.0,2,2,2,da co so,duong lac long quan,phuong 9,quan tan binh,tp ho chi minh
5.79,"nha ngo, hem",52.8,3.3,16.0,3,2,2,da co so,duong truong chinh,phuong 14,quan tan binh,tp ho chi minh
5.9,"nha mat pho, mat tien",44.0,4.4,10.0,1,1,2,da co so,duong truong chinh,phuong 13,quan tan binh,tp ho chi minh
6.1,"nha ngo, hem",44.0,4.0,11.0,3,2,2,da co so,duong cach mang thang 8,phuong 5,quan tan binh,tp ho chi minh
6.8,"nha ngo, hem",57.0,3.8,15.0,2,2,2,da co so,duong nguyen trong tuyen,phuong 2,quan tan binh,tp ho chi minh
7.679,"nha ngo, hem",40.0,4.0,10.0,4,4,4,dang cho so,duong lam son,phuong 2,quan tan binh,tp ho chi minh
4.7,"nha ngo, hem",46.2,4.2,11.0,5,4,4,da co so,duong lac long quan,phuong 8,quan tan binh,tp ho chi minh
3.1,"nha ngo, hem",45.0,5.0,9.0,2,2,2,da co so,duong nguyen sy sach,phuong 15,quan tan binh,tp ho chi minh
3.95,"nha ngo, hem",27.52,3.2,8.6,2,2,2,da co so,duong le lai,phuong 12,quan tan binh,tp ho chi minh
3.2,"nha ngo, hem",21.0,3.0,7.0,2,2,3,da co so,duong nguyen thanh tuyen,phuong 2,quan tan binh,tp ho chi minh
11.8,"nha ngo, hem",90.0,5.0,18.0,2,2,1,da co so,duong au co,phuong 10,quan tan binh,tp ho chi minh
4.6,"nha ngo, hem",48.0,4.0,12.0,2,2,2,da co so,duong nguyen sy sach,phuong 15,quan tan binh,tp ho chi minh
7.2,"nha ngo, hem",52.0,4.0,13.0,2,2,2,da co so,duong nguyen phuc chu,phuong 15,quan tan binh,tp ho chi minh
3.55,"nha ngo, hem",20.0,4.0,5.0,3,3,5,da co so,duong lac long quan,phuong 10,quan tan binh,tp ho chi minh
6.2,"nha ngo, hem",51.5,5.0,10.3,3,2,2,da co so,duong cach mang thang 8,phuong 4,quan tan binh,tp ho chi minh
5.6,"nha ngo, hem",40.5,3.0,13.5,3,3,3,da co so,duong au co,phuong 10,quan tan binh,tp ho chi minh
6.8,"nha ngo, hem",60.0,4.0,15.0,9,7,4,da co so,duong hong lac,phuong 11,quan tan binh,tp ho chi minh
12.5,"nha ngo, hem",64.0,4.0,16.0,5,6,5,da co so,duong nguyen hong dao,phuong 14,quan tan binh,tp ho chi minh
10.0,"nha ngo, hem",84.0,4.2,20.0,11,7,4,da co so,duong ly thuong kiet,phuong 6,quan tan binh,tp ho chi minh
3.23,"nha ngo, hem",26.25,2.5,10.5,2,2,2,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
3.2,"nha mat pho, mat tien",48.0,3.0,16.0,3,4,3,da co so,duong pham van hai,phuong 5,quan tan binh,tp ho chi minh
1.35,"nha ngo, hem",15.0,3.0,5.0,2,2,3,da co so,duong tran van quang,phuong 10,quan tan binh,tp ho chi minh
18.8,"nha mat pho, mat tien",102.0,5.1,20.0,3,4,3,da co so,duong au co,phuong 14,quan tan binh,tp ho chi minh
8.269,"nha ngo, hem",73.6,4.6,16.0,4,4,5,da co so,duong le lai,phuong 12,quan tan binh,tp ho chi minh
8.25,"nha ngo, hem",60.0,5.0,12.0,6,6,5,da co so,duong cach mang thang 8,phuong 5,quan tan binh,tp ho chi minh
8.0,"nha ngo, hem",44.4,3.7,12.0,4,5,4,da co so,duong pham van hai,phuong 3,quan tan binh,tp ho chi minh
3.65,"nha ngo, hem",36.0,4.0,9.0,2,2,1,da co so,duong nguyen sy sach,phuong 15,quan tan binh,tp ho chi minh
12.5,"nha mat pho, mat tien",75.0,5.0,15.0,5,6,4,da co so,duong nguyen phuc chu,phuong 15,quan tan binh,tp ho chi minh
8.2,"nha ngo, hem",62.4,5.2,12.0,4,5,3,da co so,duong nguyen sy sach,phuong 15,quan tan binh,tp ho chi minh
4.0,"nha ngo, hem",20.0,4.0,5.0,3,3,5,da co so,duong lac long quan,phuong 10,quan tan binh,tp ho chi minh
4.2,"nha ngo, hem",49.5,3.3,15.0,3,3,3,da co so,duong lac long quan,phuong 10,quan tan binh,tp ho chi minh
12.5,"nha ngo, hem",68.0,4.0,17.0,5,6,5,da co so,duong nguyen hong dao,phuong 14,quan tan binh,tp ho chi minh
7.7,"nha ngo, hem",103.2,4.3,24.0,5,5,4,da co so,duong pham van bach,phuong 15,quan tan binh,tp ho chi minh
4.6,"nha ngo, hem",36.0,3.0,12.0,3,3,3,da co so,duong pham van bach,phuong 15,quan tan binh,tp ho chi minh
2.75,"nha ngo, hem",32.0,4.0,8.0,2,2,2,da co so,duong tran van quang,phuong 10,quan tan binh,tp ho chi minh
4.87,"nha ngo, hem",49.2,4.1,12.0,3,4,3,da co so,duong nguyen sy sach,phuong 15,quan tan binh,tp ho chi minh
6.45,"nha ngo, hem",40.95,3.5,11.7,4,4,4,da co so,duong dong den,phuong 15,quan tan binh,tp ho chi minh
6.5,"nha ngo, hem",52.0,4.0,13.0,4,4,3,da co so,duong lac long quan,phuong 10,quan tan binh,tp ho chi minh
12.8,"nha ngo, hem",81.0,4.5,18.0,5,6,5,da co so,duong nui thanh,phuong 13,quan tan binh,tp ho chi minh
7.2,"nha ngo, hem",65.0,5.0,13.0,6,6,4,da co so,duong hong lac,phuong 11,quan tan binh,tp ho chi minh
6.7,"nha mat pho, mat tien",33.3,3.7,9.0,2,2,3,da co so,duong nguyen trong tuyen,phuong 1,quan tan binh,tp ho chi minh
6.5,"nha ngo, hem",55.0,5.0,11.0,2,2,1,da co so,duong tran mai ninh,phuong 12,quan tan binh,tp ho chi minh
7.35,"nha ngo, hem",46.0,4.6,10.0,4,4,4,da co so,duong truong cong dinh,phuong 14,quan tan binh,tp ho chi minh
4.79,"nha ngo, hem",42.0,6.0,7.0,3,2,2,da co so,duong huynh van nghe,phuong 15,quan tan binh,tp ho chi minh
11.9,"nha mat pho, mat tien",56.0,4.0,14.0,7,6,3,da co so,duong bau cat 1,phuong 14,quan tan binh,tp ho chi minh
6.9,"nha ngo, hem",56.0,4.0,14.0,6,4,4,da co so,duong lac long quan,phuong 9,quan tan binh,tp ho chi minh
7.2,"nha ngo, hem",75.0,5.0,15.0,3,2,2,da co so,duong au co,phuong 10,quan tan binh,tp ho chi minh
11.5,"nha ngo, hem",65.6,4.1,16.0,5,4,4,da co so,duong bau cat 2,phuong 12,quan tan binh,tp ho chi minh
10.8,"nha ngo, hem",68.0,4.0,17.0,4,4,4,da co so,duong ba van,phuong 14,quan tan binh,tp ho chi minh
14.5,"nha ngo, hem",100.0,5.0,20.0,7,6,3,da co so,duong nguyen sy sach,phuong 15,quan tan binh,tp ho chi minh
17.0,nha pho lien ke,120.0,8.0,15.0,6,3,3,da co so,duong nguyen phuc chu,phuong 15,quan tan binh,tp ho chi minh
4.6,"nha mat pho, mat tien",40.0,4.0,10.0,4,3,3,da co so,duong phan huy ich,phuong 15,quan tan binh,tp ho chi minh
8.5,"nha ngo, hem",61.2,3.6,17.0,5,5,4,da co so,duong dong xoai,phuong 13,quan tan binh,tp ho chi minh
5.8,"nha mat pho, mat tien",68.0,4.0,17.0,2,2,2,da co so,duong hong lac,phuong 11,quan tan binh,tp ho chi minh
7.34,"nha ngo, hem",46.92,4.6,10.2,4,5,4,da co so,duong truong cong dinh,phuong 14,quan tan binh,tp ho chi minh
4.1,"nha ngo, hem",30.0,3.0,10.0,2,3,2,da co so,duong nguyen trong tuyen,phuong 2,quan tan binh,tp ho chi minh
8.5,"nha ngo, hem",68.0,4.0,17.0,2,2,3,da co so,duong phan huy ich,phuong 15,quan tan binh,tp ho chi minh
2.59,"nha ngo, hem",20.0,4.0,5.0,1,1,2,da co so,duong lac long quan,phuong 10,quan tan binh,tp ho chi minh
14.0,"nha mat pho, mat tien",108.0,4.0,27.0,2,2,1,da co so,duong bau cat,phuong 12,quan tan binh,tp ho chi minh
5.918,"nha ngo, hem",40.0,5.0,8.0,3,3,3,da co so,duong so 1,phuong 10,quan tan binh,tp ho chi minh
4.18,"nha ngo, hem",33.15,5.1,6.5,2,2,2,da co so,duong cach mang thang 8,phuong 5,quan tan binh,tp ho chi minh
8.1,"nha ngo, hem",58.9,3.1,19.0,4,4,4,da co so,duong hong ha,phuong 2,quan tan binh,tp ho chi minh
6.3,"nha ngo, hem",44.0,4.0,11.0,3,3,3,da co so,duong nhat chi mai,phuong 13,quan tan binh,tp ho chi minh
2.35,"nha ngo, hem",28.0,4.0,7.0,2,2,2,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
11.6,"nha mat pho, mat tien",46.0,4.0,11.5,2,2,4,da co so,duong hoang hoa tham,phuong 13,quan tan binh,tp ho chi minh
24.0,"nha mat pho, mat tien",92.0,4.0,23.0,6,5,5,da co so,duong truong chinh,phuong 14,quan tan binh,tp ho chi minh
13.5,"nha mat pho, mat tien",80.0,5.0,16.0,4,4,4,da co so,duong nguyen chanh sat,phuong 13,quan tan binh,tp ho chi minh
2.95,"nha ngo, hem",24.0,2.5,9.6,2,2,2,da co so,duong dong ho,phuong 8,quan tan binh,tp ho chi minh
11.3,"nha mat pho, mat tien",95.7,3.3,29.0,5,6,4,da co so,duong hoang hoa tham,phuong 12,quan tan binh,tp ho chi minh
9.99,"nha mat pho, mat tien",76.0,3.8,20.0,4,3,3,da co so,duong tran mai ninh,phuong 12,quan tan binh,tp ho chi minh
9.4,nha pho lien ke,40.33,3.65,11.05,2,2,2,da co so,duong nguyen bac,phuong 3,quan tan binh,tp ho chi minh
17.0,"nha mat pho, mat tien",125.0,5.0,25.0,1,1,1,da co so,duong pham van bach,phuong 15,quan tan binh,tp ho chi minh
32.0,"nha mat pho, mat tien",200.0,10.0,20.0,4,4,2,da co so,duong truong chinh,phuong 15,quan tan binh,tp ho chi minh
10.9,"nha mat pho, mat tien",66.7,4.6,14.5,5,4,4,da co so,duong le lai,phuong 12,quan tan binh,tp ho chi minh
4.95,"nha ngo, hem",49.2,4.1,12.0,3,4,3,da co so,duong nguyen sy sach,phuong 15,quan tan binh,tp ho chi minh
3.48,"nha ngo, hem",33.0,3.0,11.0,3,2,2,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
4.15,"nha ngo, hem",45.5,3.25,14.0,3,3,2,da co so,duong tran van quang,phuong 10,quan tan binh,tp ho chi minh
8.15,"nha ngo, hem",59.2,3.7,16.0,4,4,4,da co so,duong truong chinh,phuong 11,quan tan binh,tp ho chi minh
4.5,"nha mat pho, mat tien",42.0,3.0,14.0,2,2,2,da co so,duong dang minh tru,phuong 10,quan tan binh,tp ho chi minh
3.95,"nha ngo, hem",33.0,3.0,11.0,3,3,2,da co so,duong lac long quan,phuong 8,quan tan binh,tp ho chi minh
8.6,"nha ngo, hem",80.0,4.0,20.0,4,5,3,da co so,duong huynh van nghe,phuong 15,quan tan binh,tp ho chi minh
5.8,"nha ngo, hem",60.9,8.7,7.0,3,2,2,da co so,duong cong hoa,phuong 15,quan tan binh,tp ho chi minh
6.0,"nha ngo, hem",50.31,4.3,11.7,2,2,2,da co so,duong phu hoa,phuong 8,quan tan binh,tp ho chi minh
10.7,"nha ngo, hem",68.0,4.0,17.0,3,2,2,da co so,duong bach dang,phuong 2,quan tan binh,tp ho chi minh
7.0,"nha ngo, hem",25.8,6.0,4.3,4,4,5,da co so,duong cach mang thang 8,phuong 4,quan tan binh,tp ho chi minh
3.8,"nha ngo, hem",33.0,3.0,11.0,5,4,4,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
4.9,"nha ngo, hem",60.0,4.0,15.0,2,3,2,da co so,duong au co,phuong 10,quan tan binh,tp ho chi minh
11.0,"nha ngo, hem",72.0,6.0,12.0,4,5,2,da co so,duong pham van bach,phuong 15,quan tan binh,tp ho chi minh
12.0,"nha ngo, hem",148.0,8.0,18.5,1,1,1,da co so,duong phan huy ich,phuong 15,quan tan binh,tp ho chi minh
8.469,"nha ngo, hem",68.0,4.0,17.0,6,6,4,da co so,duong dong xoai,phuong 13,quan tan binh,tp ho chi minh
6.1,"nha ngo, hem",48.0,4.0,12.0,2,3,3,da co so,duong pham van hai,phuong 3,quan tan binh,tp ho chi minh
12.8,"nha ngo, hem",100.0,5.0,20.0,5,4,4,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
7.99,"nha ngo, hem",44.4,3.7,12.0,4,4,4,da co so,duong nguyen bac,phuong 3,quan tan binh,tp ho chi minh
7.4,"nha mat pho, mat tien",56.0,4.0,14.0,4,4,4,da co so,duong son hung,phuong 12,quan tan binh,tp ho chi minh
8.4,"nha ngo, hem",53.0,5.3,10.0,5,4,3,da co so,duong pham van hai,phuong 2,quan tan binh,tp ho chi minh
13.5,nha pho lien ke,144.0,9.0,16.0,4,5,4,da co so,duong truong chinh,phuong 15,quan tan binh,tp ho chi minh
4.5,"nha ngo, hem",25.0,5.0,5.0,5,4,4,da co so,duong le van sy,phuong 2,quan tan binh,tp ho chi minh
6.8,"nha ngo, hem",38.4,3.2,12.0,4,3,4,da co so,duong lac long quan,phuong 9,quan tan binh,tp ho chi minh
5.59,"nha ngo, hem",40.5,3.0,13.5,4,3,3,da co so,duong hoang sa,phuong 3,quan tan binh,tp ho chi minh
6.7,"nha mat pho, mat tien",37.8,4.5,8.4,2,2,2,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
6.0,"nha ngo, hem",60.0,4.0,15.0,3,3,1,da co so,duong pham van bach,phuong 15,quan tan binh,tp ho chi minh
2.65,"nha ngo, hem",16.17,3.3,4.9,2,3,3,da co so,duong pham van hai,phuong 3,quan tan binh,tp ho chi minh
26.0,"nha mat pho, mat tien",125.0,5.0,25.0,6,7,5,da co so,duong thang long,phuong 4,quan tan binh,tp ho chi minh
8.2,"nha ngo, hem",44.0,4.0,11.0,4,3,2,da co so,duong nguyen thai binh,phuong 12,quan tan binh,tp ho chi minh
12.69,"nha mat pho, mat tien",120.0,4.0,30.0,10,7,4,da co so,duong le tan quoc,phuong 13,quan tan binh,tp ho chi minh
11.818,"nha ngo, hem",50.4,4.2,12.0,5,4,4,da co so,duong truong chinh,phuong 12,quan tan binh,tp ho chi minh
6.1,"nha ngo, hem",44.0,4.0,11.0,4,3,4,da co so,duong phan huy ich,phuong 15,quan tan binh,tp ho chi minh
8.35,"nha ngo, hem",69.0,4.6,15.0,7,7,5,da co so,duong truong chinh,phuong 12,quan tan binh,tp ho chi minh
3.9,"nha ngo, hem",44.8,4.0,11.2,4,4,2,da co so,duong tan son hoa,phuong 3,quan tan binh,tp ho chi minh
4.6,"nha ngo, hem",50.4,4.2,12.0,2,2,2,da co so,duong lac long quan,phuong 10,quan tan binh,tp ho chi minh
3.0,"nha ngo, hem",26.25,3.5,7.5,2,2,2,da co so,duong lac long quan,phuong 10,quan tan binh,tp ho chi minh
2.95,"nha ngo, hem",36.0,4.5,8.0,2,3,1,da co so,duong hoang hoa tham,phuong 13,quan tan binh,tp ho chi minh
6.5,"nha ngo, hem",40.0,4.0,10.0,6,5,6,da co so,duong au co,phuong 10,quan tan binh,tp ho chi minh
5.7,nha pho lien ke,50.0,4.0,12.5,4,5,3,da co so,duong phan huy ich,phuong 15,quan tan binh,tp ho chi minh
17.5,"nha ngo, hem",114.4,5.2,22.0,11,7,5,da co so,duong truong chinh,phuong 14,quan tan binh,tp ho chi minh
2.25,"nha mat pho, mat tien",15.0,3.0,5.0,1,1,2,da co so,duong nguyen phuc chu,phuong 15,quan tan binh,tp ho chi minh
3.2,"nha ngo, hem",31.5,4.2,7.5,2,1,2,da co so,duong lac long quan,phuong 10,quan tan binh,tp ho chi minh
7.2,"nha ngo, hem",44.0,4.0,11.0,6,4,3,da co so,duong lac long quan,phuong 8,quan tan binh,tp ho chi minh
3.0,"nha ngo, hem",36.0,4.5,8.0,3,3,2,da co so,duong lac long quan,phuong 10,quan tan binh,tp ho chi minh
5.4,"nha ngo, hem",39.6,4.4,9.0,2,2,2,da co so,duong lac long quan,phuong 8,quan tan binh,tp ho chi minh
6.55,"nha ngo, hem",58.0,5.8,10.0,4,3,3,da co so,duong tran van quang,phuong 10,quan tan binh,tp ho chi minh
8.5,"nha ngo, hem",52.5,3.5,15.0,6,6,4,da co so,duong truong son,phuong 4,quan tan binh,tp ho chi minh
9.5,"nha ngo, hem",97.5,6.5,15.0,4,3,3,da co so,duong truong chinh,phuong 14,quan tan binh,tp ho chi minh
6.45,"nha ngo, hem",60.0,10.0,6.0,2,2,2,da co so,duong cong hoa,phuong 13,quan tan binh,tp ho chi minh
6.8,"nha ngo, hem",72.0,8.0,9.0,2,3,3,da co so,duong nguyen trong tuyen,phuong 1,quan tan binh,tp ho chi minh
2.3,"nha ngo, hem",32.0,4.0,8.0,2,2,2,da co so,duong tran thai tong,phuong 15,quan tan binh,tp ho chi minh
16.5,"nha ngo, hem",74.13,4.2,17.65,11,7,6,da co so,duong hoang van thu,phuong 4,quan tan binh,tp ho chi minh
3.5,"nha ngo, hem",40.0,4.0,10.0,3,3,3,da co so,duong nhat chi mai,phuong 13,quan tan binh,tp ho chi minh
5.3,"nha ngo, hem",44.0,4.0,11.0,4,3,3,da co so,duong bui thi xuan,phuong 3,quan tan binh,tp ho chi minh
7.99,"nha ngo, hem",70.4,4.4,16.0,4,3,3,da co so,duong nguyen hong dao,phuong 14,quan tan binh,tp ho chi minh
1.6,"nha ngo, hem",14.21,2.9,4.9,1,1,2,da co so,duong lac long quan,phuong 8,quan tan binh,tp ho chi minh
8.3,"nha ngo, hem",44.8,5.6,8.0,3,4,4,da co so,duong truong chinh,phuong 12,quan tan binh,tp ho chi minh
3.8,"nha ngo, hem",48.0,4.0,12.0,3,4,3,da co so,duong hoang hoa tham,phuong 12,quan tan binh,tp ho chi minh
13.0,"nha ngo, hem",77.7,4.2,18.5,5,5,4,da co so,duong cong hoa,phuong 13,quan tan binh,tp ho chi minh
8.9,"nha ngo, hem",65.0,5.0,13.0,5,4,3,da co so,duong ba van,phuong 14,quan tan binh,tp ho chi minh
4.4,"nha ngo, hem",50.0,5.0,10.0,4,3,3,da co so,duong phan huy ich,phuong 15,quan tan binh,tp ho chi minh
7.6,"nha ngo, hem",63.0,3.5,18.0,3,3,2,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
6.868,"nha ngo, hem",107.5,4.3,25.0,2,1,1,da co so,duong phan sao nam,phuong 11,quan tan binh,tp ho chi minh
5.75,"nha ngo, hem",36.0,3.6,10.0,3,3,4,da co so,duong pham van hai,phuong 3,quan tan binh,tp ho chi minh
3.95,"nha ngo, hem",40.0,4.0,10.0,2,2,2,da co so,duong nguyen sy sach,phuong 15,quan tan binh,tp ho chi minh
25.5,"nha mat pho, mat tien",180.0,8.0,22.5,4,5,3,da co so,duong nguyen sy sach,phuong 15,quan tan binh,tp ho chi minh
24.0,"nha mat pho, mat tien",160.0,4.0,40.0,7,7,4,da co so,duong cong hoa,phuong 13,quan tan binh,tp ho chi minh
3.999,"nha ngo, hem",24.5,3.5,7.0,2,3,3,da co so,duong au co,phuong 10,quan tan binh,tp ho chi minh
4.2,"nha ngo, hem",50.0,5.0,10.0,3,3,1,da co so,duong nhat chi mai,phuong 13,quan tan binh,tp ho chi minh
6.69,"nha ngo, hem",46.2,4.2,11.0,4,4,3,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
9.4,"nha ngo, hem",52.28,4.25,12.3,2,2,1,da co so,duong dong den,phuong 14,quan tan binh,tp ho chi minh
13.4,"nha mat pho, mat tien",89.25,3.5,25.5,5,4,3,da co so,duong au co,phuong 14,quan tan binh,tp ho chi minh
12.0,"nha ngo, hem",104.0,4.0,26.0,11,7,3,da co so,duong pham van bach,phuong 15,quan tan binh,tp ho chi minh
12.5,"nha mat pho, mat tien",102.0,6.0,17.0,7,6,5,da co so,duong tran van quang,phuong 10,quan tan binh,tp ho chi minh
4.3,"nha ngo, hem",67.5,4.5,15.0,4,2,2,da co so,duong truong chinh,phuong 15,quan tan binh,tp ho chi minh
6.99,"nha mat pho, mat tien",35.0,5.0,7.0,3,2,3,da co so,duong lac long quan,phuong 11,quan tan binh,tp ho chi minh
8.9,"nha ngo, hem",60.0,4.0,15.0,3,4,3,da co so,duong cach mang thang 8,phuong 5,quan tan binh,tp ho chi minh
11.6,"nha mat pho, mat tien",46.0,4.0,11.5,11,7,5,dang cho so,duong hoang hoa tham,phuong 13,quan tan binh,tp ho chi minh
25.0,"nha mat pho, mat tien",79.8,4.2,19.0,10,7,6,da co so,duong nguyen thai binh,phuong 12,quan tan binh,tp ho chi minh
4.85,"nha ngo, hem",42.0,3.5,12.0,3,3,3,da co so,duong pham van bach,phuong 15,quan tan binh,tp ho chi minh
8.7,"nha mat pho, mat tien",90.0,4.5,20.0,3,3,3,da co so,duong phan huy ich,phuong 15,quan tan binh,tp ho chi minh
5.99,"nha ngo, hem",44.0,4.0,11.0,2,2,2,da co so,duong chan hung,phuong 6,quan tan binh,tp ho chi minh
3.7,"nha ngo, hem",44.8,3.2,14.0,3,2,2,da co so,duong lac long quan,phuong 8,quan tan binh,tp ho chi minh
14.0,"nha mat pho, mat tien",64.26,4.2,15.3,6,4,4,da co so,duong hong lac,phuong 11,quan tan binh,tp ho chi minh
2.55,"nha ngo, hem",31.0,3.1,10.0,2,2,1,da co so,duong nguyen chanh sat,phuong 13,quan tan binh,tp ho chi minh
7.5,"nha ngo, hem",110.4,4.8,23.0,3,3,2,da co so,duong dong den,phuong 10,quan tan binh,tp ho chi minh
2.95,"nha ngo, hem",24.0,2.5,9.6,2,1,3,da co so,duong lac long quan,phuong 8,quan tan binh,tp ho chi minh
6.818,"nha ngo, hem",40.0,5.0,8.0,3,3,4,da co so,duong truong chinh,phuong 14,quan tan binh,tp ho chi minh
2.35,"nha ngo, hem",35.2,3.2,11.0,2,1,2,da co so,duong nguyen sy sach,phuong 15,quan tan binh,tp ho chi minh
15.2,"nha ngo, hem",82.0,4.1,20.0,6,4,3,da co so,duong ut tich,phuong 4,quan tan binh,tp ho chi minh
5.6,"nha ngo, hem",44.0,4.0,11.0,2,2,2,da co so,duong au co,phuong 10,quan tan binh,tp ho chi minh
6.5,"nha ngo, hem",60.0,10.0,6.0,2,2,2,da co so,duong nhat chi mai,phuong 13,quan tan binh,tp ho chi minh
3.2,"nha ngo, hem",24.0,3.0,8.0,2,2,3,da co so,duong nguyen thanh tuyen,phuong 2,quan tan binh,tp ho chi minh
14.7,"nha ngo, hem",85.0,5.0,17.0,11,7,5,da co so,duong truong chinh,phuong 14,quan tan binh,tp ho chi minh
8.53,"nha ngo, hem",136.0,8.0,17.0,6,6,5,da co so,duong hoang hoa tham,phuong 12,quan tan binh,tp ho chi minh
6.6,"nha ngo, hem",43.2,3.6,12.0,4,3,3,da co so,duong hoang hoa tham,phuong 13,quan tan binh,tp ho chi minh
9.29,"nha ngo, hem",52.0,4.0,13.0,5,5,4,da co so,duong le van huan,phuong 13,quan tan binh,tp ho chi minh
3.5,"nha ngo, hem",40.4,4.0,10.1,3,2,2,da co so,duong ni su huynh lien,phuong 10,quan tan binh,tp ho chi minh
5.8,"nha ngo, hem",36.0,3.0,12.0,4,3,3,da co so,duong truong sa,phuong 3,quan tan binh,tp ho chi minh
