price,house_type,acreage,width,length,bedrooms,bathrooms,floors,legal_status,street,ward,district,city
6.85,"Nhà ngõ, hẻm",66,3.3,20,3,3,2,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
3.65,"Nhà ngõ, hẻm",32,4,8,1,1,2,Đã có sổ,Duong Doan Gioi, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
2.1,"Nhà ngõ, hẻm",16,4,4,2,2,3,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
3.97,"Nhà ngõ, hẻm",40,4,10,4,6,2,Đã có sổ,Duong Nguyen Quy Anh, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
5,"Nhà ngõ, hẻm",80,4,20,4,2,2,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
8.3,"Nhà ngõ, hẻm",100,4,25,2,3,2,Đã có sổ,Duong To Hieu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
4,Nhà phố liền kề,48,4,12,3,2,2,Đã có sổ,Duong Bo Bao Tan Thang, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
5,"Nhà ngõ, hẻm",48,4,12,2,2,2,Đã có sổ,Duong Nguyen Suy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6.4,"Nhà ngõ, hẻm",60,4,15,4,5,3,Đã có sổ,Duong Phan Anh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
5.6,"Nhà ngõ, hẻm",38,4,9.5,2,2,2,Đã có sổ,Duong Do Doc Long, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4.9,"Nhà ngõ, hẻm",44,4,11,3,2,3,Đã có sổ,Duong Nguyen Suy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6,"Nhà ngõ, hẻm",60,4,15,3,3,3,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4.4,"Nhà ngõ, hẻm",56,4,14,2,2,1,Đã có sổ,Duong Huynh Thien Loc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
10.5,"Nhà mặt phố, mặt tiền",128,4,32,2,2,3,Đã có sổ,Duong Thoai Ngoc Hau, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
9.2,"Nhà mặt phố, mặt tiền",80,4,20,4,2,2,Đã có sổ,Duong Y Lan, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
3,"Nhà ngõ, hẻm",44,4,11,2,2,2,Đã có sổ,Duong Tan Huong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6.999,Nhà phố liền kề,49.2,4.1,12,5,4,4,Đã có sổ,Duong Le Van Phan, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
5.6,"Nhà mặt phố, mặt tiền",44,4,11,2,2,2,Đã có sổ,Duong Hoang Xuan Nhi, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
4,"Nhà ngõ, hẻm",42.75,4.5,9.5,3,2,3,Đã có sổ,Duong Luy Ban Bich, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh
3.25,"Nhà ngõ, hẻm",42,7,6,2,1,1,Đã có sổ,Duong Binh Long, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
7.5,"Nhà mặt phố, mặt tiền",60,4,15,4,4,4,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
6.3,"Nhà mặt phố, mặt tiền",36,4,9,3,3,3,Đã có sổ,Duong Le Thiet, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
4,"Nhà ngõ, hẻm",43.2,6,7.2,3,2,3,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
10.3,"Nhà mặt phố, mặt tiền",70.8,4,17.7,4,4,4,Đã có sổ,Duong Le Niem, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
1.45,"Nhà ngõ, hẻm",24,4,6,2,2,1,Đã có sổ,Duong Che Lan Vien, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
6.999,"Nhà ngõ, hẻm",86.1,4.1,21,3,3,2,Đã có sổ,Duong Vuon Lai, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
9.75,"Nhà ngõ, hẻm",56,4,14,6,6,4,Đã có sổ,Duong Tan Ky Tan Quy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
8,"Nhà mặt phố, mặt tiền",68,4,17,6,5,4,Đã có sổ,Duong Binh Long, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
9.5,"Nhà mặt phố, mặt tiền",64,4,16,4,5,4,Đã có sổ,Duong Tan Ky Tan Quy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
8.8,"Nhà mặt phố, mặt tiền",120.4,4.3,28,1,1,1,Đã có sổ,Duong T1, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7,"Nhà ngõ, hẻm",70.5,4.7,15,6,5,5,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
14,"Nhà mặt phố, mặt tiền",68,4,17,4,4,3,Đã có sổ,Duong Nguyen Huu Tien, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3.95,"Nhà ngõ, hẻm",31.5,3.5,9,2,2,2,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
5,"Nhà ngõ, hẻm",50,5,10,3,2,3,Đã có sổ,Duong Tan Ky Tan Quy, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
6.2,"Nhà ngõ, hẻm",40.85,4.3,9.5,4,4,5,Đã có sổ,Duong Tan Huong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
16.9,"Nhà mặt phố, mặt tiền",153,9,17,2,2,1,Đã có sổ,Duong Nguyen Son, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
9.4,"Nhà ngõ, hẻm",84,4,21,5,4,5,Đã có sổ,Duong Hoa Binh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
12.5,"Nhà mặt phố, mặt tiền",77,3.85,20,5,5,4,Đã có sổ,Duong Doc Lap, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
9.3,Nhà phố liền kề,64,4,16,6,5,4,Đã có sổ,Duong Nguyen Cuu Dam, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
14.7,"Nhà ngõ, hẻm",184,8,23,1,1,1,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
3.3,"Nhà ngõ, hẻm",24,3,8,2,2,3,Đã có sổ,Duong Au Co, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
11.5,"Nhà mặt phố, mặt tiền",95.7,5.5,17.4,5,6,4,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
3.3,"Nhà ngõ, hẻm",47.25,3.5,13.5,2,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.5,"Nhà ngõ, hẻm",42,4,10.5,2,2,2,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
6.4,"Nhà ngõ, hẻm",67.2,4.2,16,4,4,2,Đã có sổ,Duong Nguyen Son, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
22,"Nhà mặt phố, mặt tiền",110.7,4.1,27,10,7,6,Đã có sổ,Duong Luy Ban Bich, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
4.75,"Nhà ngõ, hẻm",40.5,3,13.5,3,3,4,Đã có sổ,Duong Ly Thanh Tong, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
5.85,"Nhà ngõ, hẻm",52,4,13,4,5,4,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
8.7,"Nhà ngõ, hẻm",76,4,19,4,3,3,Đã có sổ,Duong Nguyen The Truyen, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
4.8,"Nhà ngõ, hẻm",50,4,12.5,3,3,2,Đã có sổ,Duong Do Cong Tuong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
5,"Nhà ngõ, hẻm",73.6,4.6,16,4,3,2,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
6.2,"Nhà ngõ, hẻm",70,5,14,4,4,3,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6,"Nhà ngõ, hẻm",56,4,14,4,3,3,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
8.9,"Nhà mặt phố, mặt tiền",64,4,16,3,3,2,Đã có sổ,Duong Duong Van Duong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
3.78,"Nhà ngõ, hẻm",27.52,3.2,8.6,2,2,2,Đã có sổ,Duong Tran Van On, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
8.3,"Nhà mặt phố, mặt tiền",73.2,6.1,12,2,2,1,Đã có sổ,Duong Tan Huong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
5.85,"Nhà ngõ, hẻm",53.9,3.85,14,5,4,4,Đã có sổ,Duong To Hieu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
15.6,"Nhà mặt phố, mặt tiền",90,4.5,20,4,4,3,Đã có sổ,Duong Tran Hung Dao, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
28,Nhà biệt thự,304.52,10.1,30.15,4,5,2,Đã có sổ,Duong Luy Ban Bich, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
5,"Nhà ngõ, hẻm",67.5,5,13.5,3,2,2,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
13,"Nhà mặt phố, mặt tiền",108,4,27,1,1,1,Đã có sổ,Duong Kenh Tan Hoa, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
8.7,"Nhà ngõ, hẻm",76,4,19,3,4,3,Đã có sổ,Duong Nguyen The Truyen, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
4.9,Nhà phố liền kề,48,4,12,2,2,3,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4,"Nhà ngõ, hẻm",38.25,4.5,8.5,4,3,3,Đã có sổ,Duong Luy Ban Bich, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh
4.15,"Nhà ngõ, hẻm",36,4,9,2,1,1,Đã có sổ,Duong To Hieu, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh
8.8,"Nhà mặt phố, mặt tiền",63,4.2,15,2,2,2,Đã có sổ,Duong Kenh Tan Hoa, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
7.35,"Nhà ngõ, hẻm",52,4,13,3,3,3,Đã có sổ,Duong Hoa Binh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
5.2,"Nhà ngõ, hẻm",56,4,14,4,4,3,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6.5,"Nhà mặt phố, mặt tiền",56.7,4.2,13.5,4,2,1,Đã có sổ,Duong Do Thua Luong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
25,"Nhà mặt phố, mặt tiền",240,8,30,8,7,5,Đã có sổ,Duong Tan Ky Tan Quy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
8.5,"Nhà ngõ, hẻm",80,4,20,6,5,4,Đã có sổ,Duong Doc Lap, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
8.5,"Nhà ngõ, hẻm",75.2,4.7,16,6,6,5,Đã có sổ,Duong Au Co, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
3.85,Nhà phố liền kề,32,4,8,2,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
5.78,"Nhà mặt phố, mặt tiền",39.6,3,13.2,3,4,5,Đã có sổ,Duong Tran Thu Do, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
2.9,"Nhà ngõ, hẻm",28,4,7,2,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
5.5,"Nhà ngõ, hẻm",52,4,13,4,4,3,Đã có sổ,Duong Bo Bao Tan Thang, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
1.85,"Nhà ngõ, hẻm",10,2.5,4,2,2,3,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
4.9,"Nhà ngõ, hẻm",52,4,13,3,2,2,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
5.7,"Nhà ngõ, hẻm",60,4,15,2,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
8.4,"Nhà ngõ, hẻm",68,4,17,4,4,4,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.5,"Nhà ngõ, hẻm",60,4,15,3,1,1,Đã có sổ,Duong Thoai Ngoc Hau, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
6.7,"Nhà mặt phố, mặt tiền",46,4.6,10,3,3,3,Đã có sổ,Duong Hoang Van Hoe, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4.59,"Nhà ngõ, hẻm",34,3.4,10,3,3,3,Đã có sổ,Duong Luy Ban Bich, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
3.55,"Nhà ngõ, hẻm",36,4,9,2,2,2,Đã có sổ,Duong Ly Thanh Tong, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
8.9,"Nhà ngõ, hẻm",60,4,15,4,4,5,Đã có sổ,Duong Tan Huong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
3.9,"Nhà ngõ, hẻm",40.5,4.5,9,3,3,3,Đã có sổ,Duong Tan Son Nhi, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
4,"Nhà mặt phố, mặt tiền",28,3.5,8,2,2,2,Đã có sổ,Duong Tan Huong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
5.95,"Nhà ngõ, hẻm",80,5,16,2,2,1,Đã có sổ,Duong Son Ky, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
3.6,"Nhà ngõ, hẻm",25,5,5,4,3,2,Đã có sổ,Duong Vuon Lai, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
3.6,"Nhà mặt phố, mặt tiền",39,3,13,2,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
10.8,"Nhà ngõ, hẻm",104,4,26,4,5,3,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
5.6,"Nhà ngõ, hẻm",61.2,4,15.3,2,2,2,Đã có sổ,Duong Nguyen Quy Anh, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
8.4,"Nhà ngõ, hẻm",80,4,20,6,7,4,Đã có sổ,Duong Doc Lap, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4.3,"Nhà ngõ, hẻm",51.6,4.3,12,8,7,2,Đã có sổ,Duong Tan Ky Tan Quy, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
5.3,"Nhà mặt phố, mặt tiền",62.5,5,12.5,2,2,2,Đã có sổ,Duong Do Doc Chan, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
5.69,"Nhà mặt phố, mặt tiền",32,8,4,4,5,3,Đã có sổ,Duong Dan Toc, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
8,"Nhà ngõ, hẻm",86.1,4.1,21,2,1,2,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
10.5,"Nhà ngõ, hẻm",60.2,4.3,14,11,7,4,Đã có sổ,Duong Che Lan Vien, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
1.82,"Nhà ngõ, hẻm",16.1,2.3,7,2,3,3,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
4.95,"Nhà ngõ, hẻm",48,4,12,2,2,3,Đã có sổ,Duong Le Trong Tan, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
3.6,"Nhà ngõ, hẻm",40,4,10,3,3,3,Đã có sổ,Duong Vuon Lai, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
4.5,"Nhà ngõ, hẻm",36.6,3.05,12,3,3,3,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
2.65,"Nhà mặt phố, mặt tiền",25,5,5,2,3,3,Đã có sổ,Duong Hoa Binh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
6.5,"Nhà ngõ, hẻm",88,4,22,3,3,3,Đã có sổ,Duong Nguyen Son, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
4.18,"Nhà ngõ, hẻm",42,4.2,10,2,2,2,Đã có sổ,Duong Huynh Van Chinh, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
3.2,"Nhà ngõ, hẻm",41.25,2.5,16.5,2,2,2,Đã có sổ,Duong Luy Ban Bich, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh
6.5,"Nhà ngõ, hẻm",780,65,12,3,2,2,Đã có sổ,Duong Do Duc Duc, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
14,"Nhà mặt phố, mặt tiền",46.74,4.1,11.4,4,4,4,Đã có sổ,Duong Nguyen Ba Tong, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh
5.95,"Nhà mặt phố, mặt tiền",60,4,15,2,2,3,Đã có sổ,Duong Binh Long, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.75,"Nhà ngõ, hẻm",42.23,4.1,10.3,3,3,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
9.5,"Nhà mặt phố, mặt tiền",80,4,20,5,6,4,Đã có sổ,Duong Au Co, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh
4.85,"Nhà ngõ, hẻm",55.2,4.6,12,3,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.5,"Nhà ngõ, hẻm",57,6,9.5,4,3,3,Đã có sổ,Duong Tan Thanh, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
20,"Nhà mặt phố, mặt tiền",162.5,6.9,23.55,1,1,1,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
4.1,Nhà phố liền kề,48,4,12,2,2,2,Đã có sổ,Duong Bo Bao Tan Thang, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
4.8,"Nhà ngõ, hẻm",55.2,4.6,12,3,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
1.45,"Nhà ngõ, hẻm",20,4,5,2,2,2,Đã có sổ,Duong Truong Chinh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4,"Nhà ngõ, hẻm",61.2,7.2,8.5,4,4,4,Đã có sổ,Duong Le Trong Tan, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
13.5,"Nhà mặt phố, mặt tiền",88,4,22,5,5,4,Đã có sổ,Duong Hien Vuong, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
21,"Nhà ngõ, hẻm",152,8,19,11,7,6,Đã có sổ,Duong Pham Quy Thich, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
8.6,"Nhà mặt phố, mặt tiền",56.1,3.3,17,3,2,3,Đã có sổ,Duong Duong Khue, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
3.49,"Nhà ngõ, hẻm",39.2,4,9.8,2,1,1,Đã có sổ,Duong Ly Thanh Tong, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
12,"Nhà mặt phố, mặt tiền",84,4,21,5,5,4,Đã có sổ,Duong B, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.7,Nhà phố liền kề,48,4,12,2,2,1,Đã có sổ,Duong Bui Xuan Phai, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
1.75,"Nhà ngõ, hẻm",32,4,8,2,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3.74,Nhà biệt thự,41,4.1,10,3,2,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
2.68,"Nhà ngõ, hẻm",22.1,2.6,8.5,3,2,3,Đã có sổ,Duong Luy Ban Bich, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
12,"Nhà mặt phố, mặt tiền",70,4,17.5,4,4,4,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
3.6,"Nhà ngõ, hẻm",42,3,14,3,3,2,Đã có sổ,Duong Phu Tho Hoa, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
6.6,"Nhà ngõ, hẻm",100,5,20,2,2,2,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
13.95,"Nhà mặt phố, mặt tiền",138,6,23,4,3,2,Đã có sổ,Duong Trinh Dinh Trong, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
16,Nhà phố liền kề,156,13,12,5,3,2,Đã có sổ,Duong Son Ky, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh
1.79,"Nhà mặt phố, mặt tiền",25.6,1.6,16,2,2,2,Đã có sổ,Duong Tay Son, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
4,Nhà phố liền kề,64.5,4.3,15,2,2,2,Đã có sổ,Duong Nguyen Huu Tien, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
6.9,"Nhà ngõ, hẻm",68,4,17,4,3,3,Đã có sổ,Duong Hoa Binh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
3.6,"Nhà ngõ, hẻm",30,5,6,2,2,1,Đã có sổ,Duong Huynh Van Chinh, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
2.95,"Nhà ngõ, hẻm",32.4,3.6,9,2,2,1,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
5.1,"Nhà ngõ, hẻm",55.2,4.6,12,3,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3.6,"Nhà ngõ, hẻm",33,3,11,1,2,2,Đã có sổ,Duong T8, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3.95,"Nhà ngõ, hẻm",32.4,4,8.1,2,1,2,Đã có sổ,Duong Do Cong Tuong, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
6.1,"Nhà ngõ, hẻm",64,4,16,5,3,3,Đã có sổ,Duong Phan Anh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
6.3,"Nhà ngõ, hẻm",72,4,18,2,2,1,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
2.5,"Nhà ngõ, hẻm",15,3,5,2,3,3,Đã có sổ,Duong Van Cao, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
4.1,"Nhà ngõ, hẻm",57.4,4.1,14,3,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
5.28,"Nhà mặt phố, mặt tiền",56,4,14,2,3,2,Đang chờ sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
11.5,"Nhà mặt phố, mặt tiền",118.4,7.4,16,2,7,6,Đã có sổ,Duong Nguyen My Ca, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh
9.45,Nhà phố liền kề,88,4,22,2,2,2,Đã có sổ,Duong Go Dau, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
13.9,"Nhà mặt phố, mặt tiền",90.64,4.12,22,5,5,3,Đã có sổ,Duong Luy Ban Bich, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh
10.3,"Nhà mặt phố, mặt tiền",58,4,14.5,4,4,4,Đã có sổ,Duong Khuong Viet, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
5.4,"Nhà ngõ, hẻm",45.6,3.8,12,2,2,2,Đã có sổ,Duong Hoang Xuan Nhi, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh
5.3,"Nhà ngõ, hẻm",48,4,12,2,2,2,Đã có sổ,Duong Thoai Ngoc Hau, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
5.95,"Nhà ngõ, hẻm",60,4,15,2,2,2,Đã có sổ,Duong Tay Thanh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
3,"Nhà ngõ, hẻm",32,4,8,2,2,2,Đã có sổ,Duong Vuon Lai, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh
4.9,"Nhà ngõ, hẻm",65.6,4.1,16,3,2,2,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
16.5,"Nhà mặt phố, mặt tiền",92,4,23,6,4,4,Đã có sổ,Duong Luy Ban Bich, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh
13.3,"Nhà mặt phố, mặt tiền",118.9,4.1,29,1,2,1,Đã có sổ,Duong Tan Quy, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh
2.75,"Nhà ngõ, hẻm",20,4,5,3,3,2,Đã có sổ,Duong Le Trong Tan, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh
