price,house_type,acreage,width,length,bedrooms,bathrooms,floors,legal_status,street,ward,district,city
5,"Nhà ngõ, hẻm",90,4.5,20,3,2,2,Đã có sổ,Duong Trung My Tay 13, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
4.78,"Nhà ngõ, hẻm",93.5,5.5,17,4,4,3,Đã có sổ,Duong Tan Thoi Hiep 21, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh
13.2,"Nhà ngõ, hẻm",100,5,20,11,7,5,Đã có sổ,Duong Nguyen Van Qua, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh
1.08,"Nhà ngõ, hẻm",36,4,9,2,2,1,Đã có sổ,Duong Thanh Xuan 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
4.75,"Nhà ngõ, hẻm",60,4,15,4,3,3,Đã có sổ,Duong Vuon Lai, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh
4.9,"Nhà ngõ, hẻm",60,4,15,2,1,1,Đã có sổ,Duong Tan Thoi Nhat 1, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
10.5,"Nhà mặt phố, mặt tiền",180,6,30,2,2,1,Đã có sổ,Duong Lam Thi Ho, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
1.79,"Nhà ngõ, hẻm",27.52,3.2,8.6,3,2,2,Sổ chung / công chứng vi bằng,Duong Le Thi Rieng, Phường Thới An, Quận 12, Tp Hồ Chí Minh
8.8,"Nhà mặt phố, mặt tiền",76,4,19,4,5,4,Đã có sổ,Duong Huynh Thi Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
2.73,"Nhà ngõ, hẻm",35,5,7,2,2,2,Đã có sổ,Duong Tan Thoi Hiep 15, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh
6.8,"Nhà ngõ, hẻm",84,6,14,9,7,3,Đã có sổ,Duong Phan Van Hon, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
13.39,"Nhà ngõ, hẻm",405,15,27,4,4,1,Đã có sổ,Duong Nguyen Anh Thu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
3.75,"Nhà ngõ, hẻm",40,4,10,2,2,1,Đã có sổ,Duong Le Van Khuong, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
5.5,"Nhà mặt phố, mặt tiền",81,4.5,18,3,3,3,Đã có sổ,Duong Dong Hung Thuan 2, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh
1.85,"Nhà ngõ, hẻm",44,4,11,3,2,1,Sổ chung / công chứng vi bằng,Duong To Ngoc Van, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
3.69,"Nhà ngõ, hẻm",56,4,14,2,2,2,Đã có sổ,Duong Le Van Khuong, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
1.55,"Nhà ngõ, hẻm",40,4,10,2,2,2,Đã có sổ,Duong Thanh Loc 29, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
4.75,"Nhà ngõ, hẻm",76,4,19,2,2,2,Đã có sổ,Duong Hiep Thanh 26, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
4.88,"Nhà ngõ, hẻm",60,10,6,4,4,3,Đã có sổ,Duong Tan Chanh Hiep 25, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
9.5,"Nhà ngõ, hẻm",96,4,24,4,5,4,Đã có sổ,Duong Truong Chinh, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh
8.19,"Nhà mặt phố, mặt tiền",86,4.3,20,4,6,6,Đã có sổ,Duong Nguyen Anh Thu, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
6.6,"Nhà mặt phố, mặt tiền",80,5,16,4,5,3,Đã có sổ,Duong Thanh Xuan 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
7.6,"Nhà ngõ, hẻm",68,4,17,5,5,4,Đã có sổ,Duong Truong Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
3.69,"Nhà ngõ, hẻm",72,4,18,2,2,2,Đã có sổ,Duong Nguyen Van Qua, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh
1.79,Nhà phố liền kề,27.52,3.2,8.6,3,3,2,Sổ chung / công chứng vi bằng,Duong Le Thi Rieng, Phường Thới An, Quận 12, Tp Hồ Chí Minh
4.25,"Nhà ngõ, hẻm",56,4,14,2,2,2,Đã có sổ,Duong Song Hanh Quoc Lo 22, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
3.75,"Nhà ngõ, hẻm",49,3.5,14,2,2,2,Đã có sổ,Duong Tan Chanh Hiep 35, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
5.6,"Nhà ngõ, hẻm",81.9,5.25,15.6,4,5,3,Đã có sổ,Duong Thoi An 16, Phường Thới An, Quận 12, Tp Hồ Chí Minh
4,"Nhà ngõ, hẻm",56,4,14,2,2,2,Đã có sổ,Duong Tan Thoi Nhat 1, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
3.5,"Nhà ngõ, hẻm",36,4,9,2,2,2,Đã có sổ,Duong Tan Thoi Nhat 1, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
9.5,"Nhà mặt phố, mặt tiền",240,12,20,3,2,1,Đã có sổ,Duong Nguyen Anh Thu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
1.85,Nhà phố liền kề,29.7,3.3,9,4,3,3,Đang chờ sổ,Duong Le Van Khuong, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
5.1,"Nhà ngõ, hẻm",52,4,13,3,3,3,Đã có sổ,Duong Ha Huy Giap, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
2.2,"Nhà ngõ, hẻm",46.4,3.2,14.5,2,2,1,Sổ chung / công chứng vi bằng,Duong Tan Chanh Hiep 35, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
3.5,"Nhà mặt phố, mặt tiền",80,4,20,2,2,1,Đã có sổ,Duong Nguyen Anh Thu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
5.85,"Nhà ngõ, hẻm",66,4.4,15,4,4,4,Đã có sổ,Duong Thanh Xuan 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
4.35,"Nhà ngõ, hẻm",147.9,8.7,17,2,1,1,Đã có sổ,Duong Thanh Loc 19, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
4.5,"Nhà ngõ, hẻm",75,5,15,3,2,2,Đã có sổ,Duong Truong Chinh, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh
5.2,"Nhà ngõ, hẻm",107.5,5,21.5,4,4,2,Đã có sổ,Duong Thanh Xuan 52, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
2.6,"Nhà ngõ, hẻm",68,4,17,4,4,1,Đã có sổ,Duong Song Hanh Quoc Lo 22, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
1.698,"Nhà ngõ, hẻm",52,4,13,3,2,1,Đang chờ sổ,Duong Le Van Khuong, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
3.7,"Nhà mặt phố, mặt tiền",84,6,14,2,2,1,Đã có sổ,Duong Nguyen Anh Thu, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
10.8,"Nhà mặt phố, mặt tiền",155,5,31,2,1,1,Đã có sổ,Duong Thanh Xuan 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
3.8,"Nhà ngõ, hẻm",80,4,20,3,2,2,Đã có sổ,Duong Nguyen Anh Thu, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
5.8,Nhà phố liền kề,56,4,14,4,4,4,Đã có sổ,Duong To Ngoc Van, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
4.7,"Nhà ngõ, hẻm",130,5,26,6,6,1,Đã có sổ,Duong Thanh Xuan 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
5.7,"Nhà ngõ, hẻm",61.5,4.1,15,4,3,4,Đã có sổ,Duong Ha Huy Giap, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
4.56,"Nhà ngõ, hẻm",52,4,13,4,5,3,Đã có sổ,Duong Nguyen Anh Thu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
6.59,"Nhà ngõ, hẻm",64,4,16,4,5,4,Đã có sổ,Duong Tan Thoi Hiep 15, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh
2.55,"Nhà ngõ, hẻm",32,4,8,2,2,2,Đã có sổ,Duong Le Van Khuong, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
4.75,"Nhà ngõ, hẻm",48,4,12,4,3,4,Đã có sổ,Duong To Ky, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
6,"Nhà ngõ, hẻm",72,4,18,5,3,3,Đã có sổ,Duong Ha Dac, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
5.7,"Nhà ngõ, hẻm",80,4,20,3,3,3,Đã có sổ,Duong Tan Thoi Nhat 5, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
5.15,"Nhà ngõ, hẻm",76,4,19,2,3,2,Đã có sổ,Duong Thanh Loc 41, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
80.99,Nhà biệt thự,1125,25,45,4,4,3,Đã có sổ,Duong Le Thi Rieng, Phường Thới An, Quận 12, Tp Hồ Chí Minh
3.74,"Nhà mặt phố, mặt tiền",56,4,14,3,2,2,Đã có sổ,Duong Hiep Thanh 13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
4.2,"Nhà ngõ, hẻm",92,4,23,6,7,2,Đã có sổ,Duong Trung My Tay 13, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
3.75,"Nhà ngõ, hẻm",58.5,4.5,13,2,2,2,Đã có sổ,Duong Tan Thoi Hiep 21, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh
1.86,"Nhà ngõ, hẻm",28.05,3.3,8.5,4,3,2,Sổ chung / công chứng vi bằng,Duong Thoi An 15, Phường Thới An, Quận 12, Tp Hồ Chí Minh
2.3,"Nhà ngõ, hẻm",21,3,7,1,1,2,Đã có sổ,Duong Nguyen Van Qua, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh
8.9,"Nhà mặt phố, mặt tiền",176,8,22,4,4,2,Đã có sổ,Duong To Ky, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
3.8,"Nhà ngõ, hẻm",48,3.2,15,2,2,1,Đã có sổ,Duong Nguyen Anh Thu, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
1.85,"Nhà ngõ, hẻm",28.8,3.2,9,3,3,3,Sổ chung / công chứng vi bằng,Duong Le Van Khuong, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
3.7,"Nhà ngõ, hẻm",48.1,3.7,13,2,2,2,Đã có sổ,Duong Dong Hung Thuan 6, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh
5.3,"Nhà ngõ, hẻm",67.1,4.4,15.25,3,3,3,Đã có sổ,Duong Ha Huy Giap, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
5.1,"Nhà mặt phố, mặt tiền",54,4,13.5,4,3,3,Đã có sổ,Duong Ha Huy Giap, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
6.5,"Nhà mặt phố, mặt tiền",56,4,14,4,3,4,Đã có sổ,Duong Vuon Lai, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh
3.7,"Nhà ngõ, hẻm",56,4,14,2,2,2,Đã có sổ,Duong Phan Van Hon, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
110,"Nhà ngõ, hẻm",1050,30,35,11,7,8,Đã có sổ,Duong Nguyen Van Qua, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh
8.5,"Nhà ngõ, hẻm",112.2,6,18.7,3,3,2,Đã có sổ,Duong Trung My Tay 2A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
5.69,"Nhà ngõ, hẻm",67.5,4.5,15,4,5,4,Đã có sổ,Duong Le Van Khuong, Phường Thới An, Quận 12, Tp Hồ Chí Minh
5.49,"Nhà ngõ, hẻm",54,4.5,12,3,4,4,Đã có sổ,Duong To Ngoc Van, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
7,"Nhà mặt phố, mặt tiền",100,5,20,1,1,1,Đã có sổ,Duong Le Thi Rieng, Phường Thới An, Quận 12, Tp Hồ Chí Minh
4.6,"Nhà ngõ, hẻm",117,6.5,18,2,2,1,Đã có sổ,Duong Tan Thoi Nhat 1, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
9.85,"Nhà ngõ, hẻm",194.4,7.2,27,6,7,1,Đã có sổ,Duong Song Hanh Quoc Lo 22, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh
6.6,Nhà biệt thự,72.5,5,14.5,4,5,3,Đã có sổ,Duong Thanh Xuan 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
5.49,"Nhà mặt phố, mặt tiền",72,4,18,4,3,3,Đã có sổ,Duong Tan Thoi Hiep 13, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh
3.69,"Nhà ngõ, hẻm",72,4,18,2,2,1,Đã có sổ,Duong Nguyen Van Qua, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh
4.5,"Nhà ngõ, hẻm",107.1,6.3,17,2,2,2,Đã có sổ,Duong To Ky, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
5.9,"Nhà ngõ, hẻm",88,4,22,4,4,3,Đã có sổ,Duong Dong Bac, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
2.85,"Nhà ngõ, hẻm",64,4,16,5,5,4,Sổ chung / công chứng vi bằng,Duong Ha Huy Giap, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
1.68,"Nhà ngõ, hẻm",50,4,12.5,3,2,1,Sổ chung / công chứng vi bằng,Duong Le Van Khuong, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
1.36,"Nhà mặt phố, mặt tiền",45.6,3.8,12,2,2,1,Đã có sổ,Duong Vuon Lai, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh
1.7,"Nhà ngõ, hẻm",41.8,3.8,11,2,2,1,Đã có sổ,Duong To Ngoc Van, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
5.18,"Nhà ngõ, hẻm",77.25,5.15,15,4,4,3,Đã có sổ,Duong Huynh Thi Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
4.1,Nhà phố liền kề,60,5,12,2,3,2,Đã có sổ,Duong Thanh Xuan 38, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
3.299,"Nhà ngõ, hẻm",100,5,20,2,2,1,Đã có sổ,Duong Ha Huy Giap, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
6.05,"Nhà ngõ, hẻm",69,4.6,15,4,5,4,Đã có sổ,Duong Ha Huy Giap, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
2.4,"Nhà ngõ, hẻm",48,4,12,2,2,2,Đã có sổ,Duong Thanh Loc 30, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
7.9,"Nhà mặt phố, mặt tiền",100,4,25,4,5,2,Đã có sổ,Duong Hiep Thanh 26, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
3.58,"Nhà ngõ, hẻm",46.8,3.6,13,2,2,1,Đã có sổ,Duong Huynh Thi Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
3.5,"Nhà ngõ, hẻm",40,5,8,2,3,3,Đã có sổ,Duong Hiep Thanh 31, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
1.28,"Nhà mặt phố, mặt tiền",44,4,11,2,1,1,Đã có sổ,Duong Tan Chanh Hiep 13, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
4.3,"Nhà ngõ, hẻm",60,5,12,2,3,2,Đã có sổ,Duong Thanh Xuan 38, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
6,"Nhà mặt phố, mặt tiền",49.5,4.5,11,4,3,3,Đã có sổ,Duong Ha Huy Giap, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
6.5,"Nhà mặt phố, mặt tiền",56,4,14,4,3,4,Đã có sổ,Duong Vuon Lai, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh
4.8,"Nhà ngõ, hẻm",85,5,17,4,3,3,Đã có sổ,Duong Le Van Khuong, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
2.7,"Nhà mặt phố, mặt tiền",50.4,4.2,12,2,2,2,Đã có sổ,Duong Hiep Thanh 5, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
6.5,"Nhà ngõ, hẻm",56,4,14,4,4,4,Đã có sổ,Duong Vuon Lai, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh
5.49,"Nhà ngõ, hẻm",50,5,10,5,5,4,Đã có sổ,Duong Huynh Thi Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
5.1,"Nhà ngõ, hẻm",75.85,4.1,18.5,2,2,2,Đã có sổ,Duong Truong Chinh, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh
27,"Nhà mặt phố, mặt tiền",248.4,9.2,27,1,1,1,Đã có sổ,Duong Nguyen Anh Thu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
5.45,"Nhà ngõ, hẻm",83.2,5.2,16,4,3,3,Đã có sổ,Duong Thanh Xuan 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
0.82,"Nhà ngõ, hẻm",40,4,10,2,2,1,Đã có sổ,Duong Thanh Xuan 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
4.6,"Nhà ngõ, hẻm",56,4,14,6,5,4,Đã có sổ,Duong Ha Huy Giap, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
14,"Nhà mặt phố, mặt tiền",216,9,24,3,3,205,Đã có sổ,Duong Nguyen Van Qua, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh
5.1,"Nhà ngõ, hẻm",95.76,4.56,21,2,2,2,Đã có sổ,Duong An Phu Dong 9, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh
3.75,"Nhà ngõ, hẻm",44,4,11,3,2,2,Đã có sổ,Duong Phan Van Hon, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
5.5,"Nhà ngõ, hẻm",80,4,20,4,5,3,Đã có sổ,Duong Truong Chinh, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh
2.97,"Nhà ngõ, hẻm",72,4,18,4,3,1,Đã có sổ,Duong Le Van Khuong, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
5.15,"Nhà ngõ, hẻm",79.2,6.6,12,3,4,3,Đã có sổ,Duong Thanh Xuan 52, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
3.75,"Nhà ngõ, hẻm",56,5.6,10,1,1,1,Đã có sổ,Duong Truong Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
12,"Nhà mặt phố, mặt tiền",109.2,4.2,26,3,3,4,Đã có sổ,Duong Nguyen Anh Thu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
6.5,"Nhà ngõ, hẻm",144,8,18,10,7,3,Đã có sổ,Duong Thanh Xuan 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
4.2,Nhà phố liền kề,74.4,4,18.6,4,2,2,Đã có sổ,Duong Thanh Loc 41, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
3.95,"Nhà ngõ, hẻm",56,4,14,2,1,2,Đã có sổ,Duong Tan Thoi Nhat 5, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
1.26,Nhà phố liền kề,30,3,10,2,2,2,Sổ chung / công chứng vi bằng,Duong Ha Huy Giap, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
6.5,"Nhà mặt phố, mặt tiền",100.8,4.2,24,6,6,5,Đã có sổ,Duong Truong Chinh, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh
4.95,"Nhà ngõ, hẻm",88,4,22,4,5,3,Đã có sổ,Duong Bui Van Ngu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
6.899,"Nhà ngõ, hẻm",56,4,14,4,5,3,Đã có sổ,Duong Vuon Lai, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh
1.45,"Nhà ngõ, hẻm",52,4,13,1,1,1,Sổ chung / công chứng vi bằng,Duong Huynh Thi Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
5.3,"Nhà mặt phố, mặt tiền",88,4,22,3,3,3,Đã có sổ,Duong Tan Thoi Nhat 1, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
6.19,Nhà phố liền kề,60,4,15,5,5,4,Đã có sổ,Duong Lam Thi Ho, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
3.58,"Nhà ngõ, hẻm",47.6,3.4,14,3,2,2,Đã có sổ,Duong Huynh Thi Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
6.18,"Nhà ngõ, hẻm",56,4,14,4,5,4,Đã có sổ,Duong Lam Thi Ho, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
8.45,"Nhà mặt phố, mặt tiền",114,6,19,6,5,3,Đã có sổ,Duong Trung My Tay 2A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
7.5,"Nhà mặt phố, mặt tiền",64,4,16,4,5,3,Đã có sổ,Duong Bui Van Ngu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
15.9,"Nhà mặt phố, mặt tiền",143,5.5,26,5,6,5,Đã có sổ,Duong Nguyen Anh Thu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
7.4,Nhà phố liền kề,72,4,18,5,4,4,Đã có sổ,Duong Tan Thoi Nhat 1, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
6.95,Nhà biệt thự,110.5,6.5,17,4,3,4,Đã có sổ,Duong Ha Huy Giap, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
13.49,Nhà biệt thự,176,8,22,4,5,3,Đã có sổ,Duong Le Thi Rieng, Phường Thới An, Quận 12, Tp Hồ Chí Minh
3.38,"Nhà ngõ, hẻm",66.6,3.7,18,3,2,2,Đã có sổ,Duong Song Hanh Quoc Lo 22, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
3.6,"Nhà ngõ, hẻm",80,4,20,3,2,2,Đã có sổ,Duong Huynh Thi Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
5.9,"Nhà mặt phố, mặt tiền",56,4,14,4,4,3,Đã có sổ,Duong Thoi An, Phường Thới An, Quận 12, Tp Hồ Chí Minh
1.88,"Nhà ngõ, hẻm",24,3.2,7.5,3,3,2,Sổ chung / công chứng vi bằng,Duong Thoi An 16, Phường Thới An, Quận 12, Tp Hồ Chí Minh
4.73,"Nhà ngõ, hẻm",64,4,16,4,3,3,Đã có sổ,Duong Vuon Lai, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh
4.75,"Nhà ngõ, hẻm",52,4,13,4,4,3,Đã có sổ,Duong Dong Bac, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
4.09,"Nhà ngõ, hẻm",68,4,17,5,3,2,Đã có sổ,Duong Nguyen Van Qua, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh
6,Nhà phố liền kề,72,4,18,4,4,3,Đã có sổ,Duong Ha Dac, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
22,"Nhà mặt phố, mặt tiền",160,8,20,11,7,7,Đã có sổ,Duong Nguyen Anh Thu, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
5.69,"Nhà mặt phố, mặt tiền",76,4,19,1,1,1,Đã có sổ,Duong Tan Thoi Hiep 13, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh
4.25,"Nhà ngõ, hẻm",56,4,14,2,2,1,Đã có sổ,Duong Song Hanh Quoc Lo 22, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
3.6,Nhà phố liền kề,70,5,14,3,2,2,Đã có sổ,Duong Nguyen Anh Thu, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
1.65,"Nhà ngõ, hẻm",52,4,13,3,2,1,Sổ chung / công chứng vi bằng,Duong Ha Huy Giap, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
4.9,"Nhà ngõ, hẻm",80,8,10,3,2,2,Đã có sổ,Duong Le Van Khuong, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
4.5,"Nhà ngõ, hẻm",65,5,13,3,3,3,Đã có sổ,Duong Nguyen Van Qua, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh
6.7,"Nhà ngõ, hẻm",76,4,19,4,4,2,Đã có sổ,Duong Phan Van Hon, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
7.5,"Nhà mặt phố, mặt tiền",68,4,17,4,5,3,Đã có sổ,Duong Nguyen Anh Thu, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh
25,"Nhà ngõ, hẻm",500,20,25,4,4,3,Đã có sổ,Duong Dong Bac, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
0.96,"Nhà mặt phố, mặt tiền",36,4,9,2,2,2,Sổ chung / công chứng vi bằng,Duong To Ngoc Van, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
2.66,"Nhà ngõ, hẻm",20,2,10,4,4,2,Đã có sổ,Duong Ha Huy Giap, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
3.75,"Nhà ngõ, hẻm",60,4,15,2,2,2,Đã có sổ,Duong Thanh Loc 29, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
0.919,"Nhà ngõ, hẻm",20.25,4.5,4.5,1,1,1,Sổ chung / công chứng vi bằng,Duong Le Van Khuong, Phường Thới An, Quận 12, Tp Hồ Chí Minh
7.5,"Nhà mặt phố, mặt tiền",96,6,16,4,2,2,Đã có sổ,Duong Tan Thoi Nhat 1, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh
2.95,"Nhà ngõ, hẻm",41.6,3.2,13,2,2,2,Đã có sổ,Duong Thanh Loc 29, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh
3.85,"Nhà ngõ, hẻm",80.5,3.5,23,2,1,1,Đã có sổ,Duong Ha Dac, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh
4.75,"Nhà ngõ, hẻm",52,4,13,4,3,4,Đã có sổ,Duong To Ky, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh
5.35,"Nhà ngõ, hẻm",76,4,19,2,2,2,Đã có sổ,Duong To Ngoc Van, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh
